term,count,bucket
quote_or_attribution_embedding embedded,3,tn
political party,3,tn
mirror claims,3,tn
hedging_or_qualification qualified,3,tn
critique anti,3,tn
10 round,3,tn
round mag,3,tn
mag cap,3,tn
cap bayonet,3,tn
bayonet lug,3,tn
ny state,3,tn
heavily regulated,3,tn
ridicule_or_mockery mirror,3,tn
common sense,3,tn
sense gun,3,tn
periods red,3,tn
should mandatory,3,tn
mass shooting,3,tn
prosecute negligence,3,tn
victimhood_or_persecution_framing mirror,3,tn
after mass,3,tn
criticized_actor_type gun,3,tn
depending version,3,tn
government overreach,3,tn
american rescue,3,tn
rescue plan,3,tn
plan infrastructure,3,tn
infrastructure law,3,tn
safer communities,3,tn
communities act,3,tn
criticized_actor_type opposing,3,tn
list_or_enumeration bullet,3,tn
id election,3,tn
vote movement,3,tn
political figures,3,tn
anything better,3,tn
better than,3,tn
than nothing,3,tn
take guns,3,tn
much more,3,tn
manufacturers politicians,3,tn
grey new,3,tn
your state,3,tn
laws background,3,tn
maybe allow,3,tn
allow citizens,3,tn
causal_claim_present attributes,3,tn
strong gun,3,tn
zoe weissman,3,tn
control policies,3,tn
policy tool,3,tn
big oil,3,tn
energy production,3,tn
violence mirror,3,tn
mirror uses,3,tn
gun grabs,3,tn
bullet list,3,tn
policy items,3,tn
real reason,3,tn
immigration enforcement,3,tn
emphatic_outrage strong,3,tn
am big,3,tn
big gun,3,tn
gun guy,3,tn
guy myself,3,tn
guns public,3,tn
public carry,3,tn
weapon carrying,3,tn
public assault,3,tn
moral condemnation,3,tn
they think,3,tn
their system,3,tn
why don,3,tn
don more,3,tn
more countries,3,tn
countries operate,3,tn
operate like,3,tn
opposing political,3,tn
laws nsafe,3,tn
nsafe storage,3,tn
storage nbackground,3,tn
nbackground checks,3,tn
legal pistol,3,tn
think nothing,3,tn
let reduce,3,tn
climate fossil,3,tn
standing our,3,tn
our way,3,tn
second_person_direct_address direct,3,tn
direct address,3,tn
stop gun,3,tn
carry states,3,tn
don know,3,tn
higher min,3,tn
min wage,3,tn
wage vra,3,tn
primary_policy_domain elections,3,tn
list policy,3,tn
families destroyed,3,tn
destroyed gun,3,tn
moral appeal,3,tn
banning assault,3,tn
rights gun,3,tn
restraining order,3,tn
health intervention,3,tn
flag law,3,tn
kind mixed,3,tn
some issues,3,tn
teddy roosevelt,3,tn
reduction policies,3,tn
money war,3,tn
more money,3,tn
green energy,3,tn
codification permanent,3,tn
permanent student,3,tn
student loan,3,tn
loan cancellation,3,tn
cancellation m4a,3,tn
m4a gun,3,tn
corporate ds,3,tn
utter bullshit,3,tn
wing narratives,3,tn
republicans texas,3,tn
factual_assertion_vs_speculation assertive,3,tn
feel like,3,tn
argument about,3,tn
more effectively,3,tn
effectively than,3,tn
protect future,3,tn
we want,3,tn
biden won,3,tn
deeply angry,3,tn
pretty good,3,tn
pollution greenhouse,3,tn
greenhouse gases,3,tn
guns should,3,tn
less accessible,3,tn
own firearm,3,tn
we democrats,3,tn
reform assault,3,tn
project 2029,3,tn
all green,3,tn
abolish ice,3,tn
free palestine,3,tn
one path,2,tn
path achieving,2,tn
achieving any,2,tn
any kind,2,tn
kind real,2,tn
national canada,2,tn
canada canada,2,tn
energy affordable,2,tn
affordable reliable,2,tn
pro fossil,2,tn
healthcare gun,2,tn
safety consumer,2,tn
consumer regulations,2,tn
multiple political,2,tn
proper nouns,2,tn
primary_policy_domain comparative,2,tn
international comparison,2,tn
comparison involving,2,tn
hungary under,2,tn
under orban,2,tn
authoritarianism stupid,2,tn
but rightwing,2,tn
rightwing all,2,tn
explicit left,2,tn
right partisan,2,tn
partisan contrast,2,tn
multiple all,2,tn
caps endorsement,2,tn
endorsement voting,2,tn
voting phrases,2,tn
phrases get,2,tn
guns original,2,tn
reproductive rights,2,tn
rights mirror,2,tn
specific_event_or_bill_reference election,2,tn
day tuesday,2,tn
tuesday may,2,tn
may 19th,2,tn
siege second,2,tn
call_to_action explicit,2,tn
explicit voting,2,tn
political candidate,2,tn
rights campaign,2,tn
campaign endorsement,2,tn
short americans,2,tn
violence constitutional,2,tn
normative_moral_language condemns,2,tn
factual assertion,2,tn
danger holstered,2,tn
danger one,2,tn
uses moral,2,tn
about guns,2,tn
defending armed,2,tn
here idea,2,tn
protect one,2,tn
pro second,2,tn
framing gun,2,tn
conversational phrasing,2,tn
who trying,2,tn
trying illegalize,2,tn
question marks,2,tn
accessory bans,2,tn
policing mirror,2,tn
facts about,2,tn
care about,2,tn
guns assault,2,tn
factual claim,2,tn
claim about,2,tn
cosmetic attributes,2,tn
weapons designed,2,tn
argues about,2,tn
informal_register_or_slang abbreviated,2,tn
high_punctuation_intensity repeated,2,tn
firearms legal,2,tn
legal ny,2,tn
state but,2,tn
but heavily,2,tn
rhetorical_question question,2,tn
control policy,2,tn
backgrounds checks,2,tn
mandatory country,2,tn
laws should,2,tn
there solved,2,tn
solved now,2,tn
hedging_or_qualification qualifies,2,tn
policy discussion,2,tn
if then,2,tn
proposed gun,2,tn
my kid,2,tn
kid wouldn,2,tn
wouldn do,2,tn
guns mass,2,tn
gun storage,2,tn
you get,2,tn
mirror mocks,2,tn
shooting but,2,tn
but if,2,tn
gun owning,2,tn
owning parents,2,tn
informal conversational,2,tn
guns second,2,tn
national us,2,tn
conspiratorial_framing claims,2,tn
kill each,2,tn
each other,2,tn
just want,2,tn
nra arms,2,tn
arms dealers,2,tn
people outside,2,tn
emphatic_outrage anger,2,tn
angry face,2,tn
face emoji,2,tn
gun lobby,2,tn
named_proper_nouns_density dense,2,tn
law safer,2,tn
normative_moral_language evaluates,2,tn
against another,2,tn
over trump,2,tn
trump presidential,2,tn
presidential failures,2,tn
persuasion_or_argumentation comparative,2,tn
biden messes,2,tn
pro biden,2,tn
pro trump,2,tn
concealed carry,2,tn
normative_moral_language mirror,2,tn
democrats keep,2,tn
keep crying,2,tn
suddenly racist,2,tn
mirror democrats,2,tn
ballot box,2,tn
list_or_enumeration list,2,tn
parties movements,2,tn
intra party,2,tn
donor class,2,tn
party aoc,2,tn
gop maga,2,tn
movement dispute,2,tn
high_punctuation_intensity exclamation,2,tn
regulation deregulation,2,tn
environmental laws,2,tn
specific_event_or_bill_reference green,2,tn
eco regulation,2,tn
wave deregulation,2,tn
you now,2,tn
now wish,2,tn
wish your,2,tn
state open,2,tn
armed self,2,tn
citizens defend,2,tn
defend themselves,2,tn
gun restrictions,2,tn
defense rights,2,tn
but maybe,2,tn
shifts pro,2,tn
defense framing,2,tn
stricter gun,2,tn
carry mirror,2,tn
didn happen,2,tn
happen accident,2,tn
regulation gun,2,tn
gun reforms,2,tn
laws oversight,2,tn
policy_prescription_present endorses,2,tn
anaphora_or_parallelism repeated,2,tn
weissman writes,2,tn
shifts praise,2,tn
laws mirror,2,tn
carbon price,2,tn
price certainly,2,tn
certainly only,2,tn
only policy,2,tn
regulatory fiscal,2,tn
fiscal frameworks,2,tn
regulatory framework,2,tn
named_proper_nouns_density several,2,tn
several named,2,tn
energy climate,2,tn
oil cooperation,2,tn
trust becerra,2,tn
ve dedicated,2,tn
dedicated myself,2,tn
fighting prevention,2,tn
shifts gun,2,tn
checks guns,2,tn
enforce existing,2,tn
all_caps_emphasis mirror,2,tn
uses all,2,tn
reform proposals,2,tn
raise legal,2,tn
legal age,2,tn
voters support,2,tn
political left,2,tn
mirror radical,2,tn
radical gun,2,tn
support gun,2,tn
polling stations,2,tn
during midterms,2,tn
victimhood_or_persecution_framing frames,2,tn
immigrant communities,2,tn
voter intimidation,2,tn
law enforcement,2,tn
carry policy,2,tn
public weapon,2,tn
should legal,2,tn
strong negative,2,tn
gun owner,2,tn
against public,2,tn
weapon carry,2,tn
carry am,2,tn
myself but,2,tn
but carrying,2,tn
carrying around,2,tn
free healthcare,2,tn
democracy gun,2,tn
argues against,2,tn
if their,2,tn
system so,2,tn
so great,2,tn
great then,2,tn
then why,2,tn
outgroup they,2,tn
us_vs_them_framing contrasts,2,tn
speaker implied,2,tn
they serious,2,tn
serious people,2,tn
pistol assault,2,tn
scream but,2,tn
but think,2,tn
criticized_actor_type unspecified,2,tn
short gun,2,tn
violence normal,2,tn
normal behavior,2,tn
violence gun,2,tn
so long,2,tn
has demonized,2,tn
left mirror,2,tn
emissions let,2,tn
corporations standing,2,tn
call_to_action collective,2,tn
shifts blame,2,tn
lethal force,2,tn
we people,2,tn
exclamation points,2,tn
policy_prescription_present urges,2,tn
act if,2,tn
folks one,2,tn
one us,2,tn
fails do,2,tn
action original,2,tn
idiots other,2,tn
other states,2,tn
steps stop,2,tn
am so,2,tn
proud virginia,2,tn
disgusted virginia,2,tn
you don,2,tn
know why,2,tn
original critiques,2,tn
mirror critiques,2,tn
named political,2,tn
figures original,2,tn
original mirror,2,tn
expense everyone,2,tn
everyone else,2,tn
political figure,2,tn
dem caucus,2,tn
culture_war_topic_salience abortion,2,tn
all funding,2,tn
funding planned,2,tn
planned parenthood,2,tn
progressive position,2,tn
lists preferred,2,tn
ideological framing,2,tn
warns about,2,tn
about former,2,tn
more families,2,tn
victimhood_or_persecution_framing families,2,tn
human life,2,tn
soft crime,2,tn
crime policies,2,tn
emphatic_outrage forceful,2,tn
original blames,2,tn
mirror blames,2,tn
platner said,2,tn
against banning,2,tn
describes opposition,2,tn
gun access,2,tn
moms demand,2,tn
demand action,2,tn
action gun,2,tn
gun sense,2,tn
sense candidate,2,tn
safety gun,2,tn
american gun,2,tn
family annihilation,2,tn
baby brother,2,tn
brother sister,2,tn
sister mom,2,tn
law restraining,2,tn
order enforced,2,tn
enforced mental,2,tn
list_or_enumeration lists,2,tn
honestly kind,2,tn
lean little,2,tn
little liberal,2,tn
crime policing,2,tn
gets worse,2,tn
worse them,2,tn
us carbon,2,tn
emissions peaked,2,tn
united nations,2,tn
nations framework,2,tn
framework convention,2,tn
convention climate,2,tn
energy carbon,2,tn
claims energy,2,tn
persuasion_or_argumentation argument,2,tn
contrast between,2,tn
war more,2,tn
money social,2,tn
spending priorities,2,tn
welfare green,2,tn
anaphora_or_parallelism parallel,2,tn
hashtag_or_mention_pattern multiple,2,tn
ds vote,2,tn
dc elites,2,tn
criticizes corporate,2,tn
mirror criticizes,2,tn
named politicians,2,tn
move renewables,2,tn
paris agreement,2,tn
negative impact,2,tn
trump encouraging,2,tn
vote andrew,2,tn
andrew clyde,2,tn
energy gun,2,tn
using you,2,tn
if condition,2,tn
you owner,2,tn
think prominence,2,tn
prominence calls,2,tn
calls gun,2,tn
shootings gun,2,tn
basically uncontested,2,tn
factual_assertion_vs_speculation qualified,2,tn
claim think,2,tn
left wing,2,tn
after uvalde,2,tn
pass gun,2,tn
persuasion_or_argumentation evaluates,2,tn
texas dinged,2,tn
dinged him,2,tn
contrastive_but_however_structure contrastive,2,tn
casual phrasing,2,tn
us gun,2,tn
control laws,2,tn
people who,2,tn
who already,2,tn
already marginalized,2,tn
marginalized people,2,tn
do little,2,tn
little reduce,2,tn
criminals don,2,tn
don care,2,tn
criminals congress,2,tn
ignoring gun,2,tn
quote_or_attribution_embedding scare,2,tn
scare quotes,2,tn
quotes around,2,tn
around policy,2,tn
billionairessuck celebritiessuck,2,tn
capitalism cannot,2,tn
cannot solve,2,tn
solve climate,2,tn
capitalism socialism,2,tn
ridicule_or_mockery derisive,2,tn
contrastive_but_however_structure comparative,2,tn
comparative contrast,2,tn
what rich,2,tn
people do,2,tn
do home,2,tn
cool tho,2,tn
great time,2,tn
transition fossil,2,tn
fuels energy,2,tn
actors insane,2,tn
insane economic,2,tn
sarcasm_or_irony ironic,2,tn
green ideologues,2,tn
crusades against,2,tn
against fossil,2,tn
showing jury,2,tn
too well,2,tn
funded too,2,tn
too politically,2,tn
factual_assertion_vs_speculation assertion,2,tn
fuel industry,2,tn
anti fossil,2,tn
going after,2,tn
after crooked,2,tn
repeat offenders,2,tn
youth law,2,tn
energy well,2,tn
funded fusion,2,tn
fusion research,2,tn
if we,2,tn
want protect,2,tn
generations we,2,tn
crazy how,2,tn
how biden,2,tn
biden trump,2,tn
half wonks,2,tn
angry exhausted,2,tn
safety peace,2,tn
radical disarmament,2,tn
disarmament policies,2,tn
ready kill,2,tn
informal_register_or_slang emoji,2,tn
things aren,2,tn
aren adding,2,tn
adding up,2,tn
political violence,2,tn
he using,2,tn
his ballroom,2,tn
yet we,2,tn
actually sounds,2,tn
sounds pretty,2,tn
less pollution,2,tn
mirror reverses,2,tn
should less,2,tn
women fetuses,2,tn
fetuses children,2,tn
policy_prescription_present gun,2,tn
heartbreaking story,2,tn
did you,2,tn
you know,2,tn
american citizen,2,tn
firearm rights,2,tn
right own,2,tn
you have,2,tn
have right,2,tn
perhaps time,2,tn
time explore,2,tn
explore your,2,tn
your options,2,tn
here fl,2,tn
assault rifle,2,tn
due process,2,tn
assault rifles,2,tn
rifles banned,2,tn
rule law,2,tn
want democrats,2,tn
medium canada,1,tn
canada has,1,tn
has one,1,tn
policy real,1,tn
causal_claim_present electrification,1,tn
electrification renewables,1,tn
renewables presented,1,tn
presented necessary,1,tn
necessary hit,1,tn
hit emissions,1,tn
emissions targets,1,tn
targets one,1,tn
policy_prescription_present electrify,1,tn
electrify broadly,1,tn
broadly build,1,tn
build wind,1,tn
solar building,1,tn
building tons,1,tn
tons wind,1,tn
frames energy,1,tn
policy around,1,tn
around affordability,1,tn
affordability reliability,1,tn
reliability taxpayer,1,tn
taxpayer cost,1,tn
cost energy,1,tn
criticized_actor_type named,1,tn
named politician,1,tn
politician government,1,tn
government official,1,tn
official mirror,1,tn
mirror guilbeault,1,tn
guilbeault ideological,1,tn
ideological crusade,1,tn
crusade 100,1,tn
100 responsible,1,tn
pro renewable,1,tn
renewable climate,1,tn
climate action,1,tn
action anti,1,tn
anti green,1,tn
green regulation,1,tn
regulation pro,1,tn
fossil nuclear,1,tn
nuclear framing,1,tn
framing natural,1,tn
natural gas,1,tn
gas nuclear,1,tn
nuclear while,1,tn
while killing,1,tn
killing green,1,tn
green gimmicks,1,tn
medium healthcare,1,tn
political proper,1,tn
nouns named,1,tn
named references,1,tn
references us,1,tn
comparative governance,1,tn
governance domestic,1,tn
domestic policy,1,tn
policy healthcare,1,tn
involving us,1,tn
us hungary,1,tn
hungary europe,1,tn
europe hungary,1,tn
culture_war_topic_salience authoritarianism,1,tn
authoritarianism sovereignty,1,tn
sovereignty partisan,1,tn
partisan conflict,1,tn
conflict themes,1,tn
themes authoritarianism,1,tn
normative_moral_language accuses,1,tn
accuses opposing,1,tn
opposing side,1,tn
side authoritarianism,1,tn
authoritarianism authoritarianism,1,tn
argues partisan,1,tn
partisan inconsistency,1,tn
inconsistency using,1,tn
using contrast,1,tn
contrast over,1,tn
over time,1,tn
time but,1,tn
all emulating,1,tn
emulating hungary,1,tn
political ideology,1,tn
ideology party,1,tn
party aligned,1,tn
aligned outgroup,1,tn
outgroup us,1,tn
contrast us,1,tn
contrastive_but_however_structure past,1,tn
past claim,1,tn
claim contrasted,1,tn
contrasted current,1,tn
current behavior,1,tn
behavior decades,1,tn
decades we,1,tn
we told,1,tn
told but,1,tn
quote_or_attribution_embedding attributed,1,tn
attributed paraphrase,1,tn
paraphrase embedded,1,tn
embedded quotation,1,tn
quotation paraphrase,1,tn
paraphrase clinton,1,tn
clinton authoritarianism,1,tn
vote lloyd,1,tn
named person,1,tn
person organization,1,tn
organization election,1,tn
election references,1,tn
references complete,1,tn
original abortion,1,tn
abortion reproductive,1,tn
mirror second,1,tn
day candidate,1,tn
candidate endorsement,1,tn
endorsement election,1,tn
victimhood_or_persecution_framing rights,1,tn
rights framed,1,tn
framed under,1,tn
under attack,1,tn
attack always,1,tn
always under,1,tn
strong positive,1,tn
positive endorsement,1,tn
endorsement language,1,tn
language he,1,tn
voting mobilization,1,tn
mobilization get,1,tn
praised_actor_type political,1,tn
candidate advocacy,1,tn
advocacy aligned,1,tn
aligned candidates,1,tn
candidates lloyd,1,tn
lloyd smucker,1,tn
smucker has,1,tn
has my,1,tn
my complete,1,tn
mirror_shift_direction gun,1,tn
endorsement reproductive,1,tn
endorsement second,1,tn
states americans,1,tn
condemns killing,1,tn
killing people,1,tn
people lawful,1,tn
lawful activity,1,tn
activity public,1,tn
public attendance,1,tn
attendance shouldn,1,tn
factual_assertion_vs_speculation categorical,1,tn
categorical factual,1,tn
about firearm,1,tn
causal_claim_present firearm,1,tn
firearm possession,1,tn
possession dangerous,1,tn
dangerous person,1,tn
person framed,1,tn
framed creating,1,tn
creating danger,1,tn
danger danger,1,tn
danger literally,1,tn
literally everyone,1,tn
moral contrast,1,tn
contrast argue,1,tn
argue about,1,tn
guns shouldn,1,tn
mirror_shift_direction defending,1,tn
armed citizens,1,tn
citizens emphasizing,1,tn
emphasizing victims,1,tn
victims gun,1,tn
anaphora_or_parallelism two,1,tn
two sentence,1,tn
sentence normative,1,tn
normative claim,1,tn
claim followed,1,tn
followed generalization,1,tn
generalization americans,1,tn
shouldn holstered,1,tn
short here,1,tn
reform gun,1,tn
policy_prescription_present advocates,1,tn
advocates gun,1,tn
reform original,1,tn
original protecting,1,tn
protecting second,1,tn
mirror how,1,tn
frames preferred,1,tn
policy protecting,1,tn
protecting everyone,1,tn
everyone protect,1,tn
persuasion_or_argumentation contrasts,1,tn
contrasts current,1,tn
current protection,1,tn
protection priority,1,tn
priority preferred,1,tn
policy here,1,tn
idea instead,1,tn
rhetorical_question single,1,tn
single rhetorical,1,tn
question proposing,1,tn
proposing policy,1,tn
policy how,1,tn
contrastive_but_however_structure instead,1,tn
instead how,1,tn
about contrast,1,tn
contrast instead,1,tn
instead bullet,1,tn
bullet proof,1,tn
proof ballroom,1,tn
ballroom protect,1,tn
one how,1,tn
elite_vs_populist_framing contrasts,1,tn
contrasts protection,1,tn
protection one,1,tn
one elite,1,tn
elite individual,1,tn
individual protection,1,tn
protection all,1,tn
all protect,1,tn
reform framing,1,tn
framing pro,1,tn
amendment framing,1,tn
informal punctuation,1,tn
punctuation lowercase,1,tn
lowercase conversational,1,tn
phrasing who,1,tn
high_punctuation_intensity multiple,1,tn
multiple question,1,tn
marks across,1,tn
across short,1,tn
short clauses,1,tn
clauses so,1,tn
so far,1,tn
far accessory,1,tn
guns policing,1,tn
mirror illegalize,1,tn
geographic_scope united,1,tn
states partisan,1,tn
partisan governance,1,tn
governance under,1,tn
asserts historical,1,tn
historical political,1,tn
political facts,1,tn
about bans,1,tn
bans funding,1,tn
funding cuts,1,tn
cuts accessory,1,tn
bans happened,1,tn
happened under,1,tn
uses examples,1,tn
examples challenge,1,tn
challenge implied,1,tn
implied partisan,1,tn
partisan claim,1,tn
claim do,1,tn
do need,1,tn
need bring,1,tn
bring up,1,tn
rhetorical_question series,1,tn
series rhetorical,1,tn
rhetorical questions,1,tn
questions who,1,tn
embedded attributed,1,tn
attributed paraphrased,1,tn
paraphrased statement,1,tn
statement after,1,tn
after colon,1,tn
colon who,1,tn
who said,1,tn
said let,1,tn
let take,1,tn
take away,1,tn
away guns,1,tn
guns care,1,tn
about law,1,tn
law later,1,tn
party administration,1,tn
administration under,1,tn
explicit republican,1,tn
republican democrat,1,tn
democrat partisan,1,tn
partisan cues,1,tn
cues republican,1,tn
mirror_shift_direction challenging,1,tn
challenging republican,1,tn
republican gun,1,tn
control blame,1,tn
blame blaming,1,tn
blaming democrats,1,tn
democrats leftist,1,tn
leftist mayors,1,tn
mayors defunding,1,tn
defunding police,1,tn
police illegalize,1,tn
short assault,1,tn
weapon regulation,1,tn
regulation definition,1,tn
definition assault,1,tn
us_state new,1,tn
york new,1,tn
asserts factual,1,tn
about new,1,tn
york regulation,1,tn
regulation criteria,1,tn
criteria made,1,tn
made significant,1,tn
significant regulations,1,tn
regulations based,1,tn
based cosmetic,1,tn
claims assault,1,tn
designed efficient,1,tn
efficient killing,1,tn
killing these,1,tn
these weapons,1,tn
designed kill,1,tn
kill people,1,tn
people efficiently,1,tn
qualified disagreement,1,tn
disagreement definition,1,tn
definition framing,1,tn
framing take,1,tn
take exception,1,tn
about definition,1,tn
definition regulatory,1,tn
regulatory implications,1,tn
implications bad,1,tn
bad faith,1,tn
faith dodge,1,tn
political ideological,1,tn
ideological group,1,tn
group mirror,1,tn
mirror right,1,tn
right keeps,1,tn
keeps pretending,1,tn
mirror_shift_direction critique,1,tn
critique regulation,1,tn
regulation design,1,tn
design critique,1,tn
anti regulation,1,tn
regulation arguments,1,tn
arguments cosmetic,1,tn
quoted policy,1,tn
policy term,1,tn
term assault,1,tn
abbreviated firearms,1,tn
firearms slang,1,tn
slang such,1,tn
such mag,1,tn
mag 10,1,tn
repeated question,1,tn
marks fragments,1,tn
fragments 10,1,tn
regulation firearms,1,tn
us_state local,1,tn
local new,1,tn
york state,1,tn
state nyc,1,tn
nyc ny,1,tn
asserts status,1,tn
status details,1,tn
details firearm,1,tn
firearm regulations,1,tn
regulations firearms,1,tn
claims regulations,1,tn
regulations do,1,tn
do reduce,1,tn
reduce crime,1,tn
crime do,1,tn
do absolutely,1,tn
absolutely nothing,1,tn
nothing stop,1,tn
stop crime,1,tn
victimhood_or_persecution_framing law,1,tn
owners portrayed,1,tn
portrayed burdened,1,tn
burdened regulations,1,tn
regulations endless,1,tn
endless hoops,1,tn
mirror derides,1,tn
derides regulations,1,tn
regulations absurd,1,tn
absurd just,1,tn
just absurd,1,tn
absurd statewide,1,tn
question fragment,1,tn
fragment examples,1,tn
examples regulation,1,tn
regulation features,1,tn
features 10,1,tn
criticized_actor_type state,1,tn
state local,1,tn
local regulators,1,tn
regulators mirror,1,tn
mirror heavily,1,tn
informal abbreviation,1,tn
abbreviation conversational,1,tn
phrasing imo,1,tn
policy common,1,tn
laws backgrounds,1,tn
states mandatory,1,tn
policy_prescription_present background,1,tn
mandatory should,1,tn
causal_claim_present lack,1,tn
lack solution,1,tn
solution inferred,1,tn
inferred continued,1,tn
continued debate,1,tn
debate if,1,tn
qualifies policy,1,tn
discussion constrained,1,tn
constrained feasibility,1,tn
feasibility realistically,1,tn
realistically all,1,tn
all doable,1,tn
argues specific,1,tn
specific gun,1,tn
measures despite,1,tn
despite feasibility,1,tn
feasibility doubts,1,tn
doubts common,1,tn
conditional_if_then_structure implicit,1,tn
implicit if,1,tn
then reasoning,1,tn
reasoning about,1,tn
about solutions,1,tn
solutions if,1,tn
list_or_enumeration enumeration,1,tn
enumeration proposed,1,tn
gun policies,1,tn
policies backgrounds,1,tn
policy prescription,1,tn
prescription critique,1,tn
critique left,1,tn
left performativity,1,tn
performativity left,1,tn
left would,1,tn
would ve,1,tn
ve pushed,1,tn
pushed through,1,tn
through already,1,tn
long my,1,tn
shootings safe,1,tn
safe storage,1,tn
storage liability,1,tn
liability mass,1,tn
causal_claim_present prosecution,1,tn
prosecution negligence,1,tn
negligence would,1,tn
would increase,1,tn
increase proper,1,tn
proper gun,1,tn
storage if,1,tn
negligence you,1,tn
get more,1,tn
more guns,1,tn
guns secured,1,tn
secured properly,1,tn
policy_prescription_present allow,1,tn
allow prosecution,1,tn
prosecution negligent,1,tn
negligent gun,1,tn
storage even,1,tn
even absent,1,tn
absent harm,1,tn
harm you,1,tn
frames responsible,1,tn
responsible gun,1,tn
owners unfairly,1,tn
unfairly punished,1,tn
punished punishing,1,tn
punishing responsible,1,tn
responsible people,1,tn
people actions,1,tn
actions few,1,tn
few bad,1,tn
bad actors,1,tn
persuasion_or_argumentation explicitly,1,tn
explicitly presents,1,tn
presents rationale,1,tn
rationale policy,1,tn
policy stance,1,tn
stance my,1,tn
my reasoning,1,tn
mocks bureaucratic,1,tn
bureaucratic storage,1,tn
storage standards,1,tn
standards proper,1,tn
proper enough,1,tn
conditional_if_then_structure paired,1,tn
paired conditional,1,tn
conditional reasoning,1,tn
reasoning if,1,tn
there re,1,tn
re only,1,tn
only consequences,1,tn
consequences after,1,tn
contrasts after,1,tn
after fact,1,tn
fact consequences,1,tn
consequences preventive,1,tn
preventive negligence,1,tn
negligence prosecution,1,tn
prosecution after,1,tn
embedded imagined,1,tn
imagined quote,1,tn
