term,count,bucket
democrats criticized,2,fn
original covid,2,fn
fox kept,2,fn
kept saying,2,fn
question about,2,fn
shifts criticized,2,fn
framing cnn,2,fn
scared shitless,2,fn
colloquial phrasing,2,fn
exhibitors influencers,2,fn
economic_cost_benefit_framing financial,2,fn
prioritized over,2,fn
personal financial,2,fn
worsen climate,2,fn
emphatic_outrage strongly,2,fn
conservation organizations,2,fn
activists progressive,2,fn
had drag,2,fn
drag obama,2,fn
gay rights,2,fn
student loan,2,fn
asserts specific,2,fn
policy efforts,2,fn
biden put,2,fn
policy examples,2,fn
short when,2,fn
safe spaces,2,fn
spaces participation,2,fn
participation trophies,2,fn
you get,2,fn
ridicule_or_mockery mirror,2,fn
mirror mocks,2,fn
gun law,2,fn
gop closing,2,fn
closing loopholes,2,fn
hunger gun,2,fn
leaving gaps,2,fn
criticized_actor_type republican,2,fn
contrastive_but_however_structure but,2,fn
nra absolutely,2,fn
medium nra,2,fn
named_proper_nouns_density organization,2,fn
organization leader,2,fn
safety gun,2,fn
gun ownership,2,fn
normative_moral_language strong,2,fn
strong negative,2,fn
mocking label,2,fn
advocacy organization,2,fn
contrastive_but_however_structure implicit,2,fn
overrated anyway,2,fn
informal_register_or_slang abbreviated,2,fn
semiautomatic weapons,2,fn
legal compliance,2,fn
compliant virtually,2,fn
virtually all,2,fn
all gun,2,fn
background check,2,fn
asserts historical,2,fn
much more,2,fn
control but,2,fn
pro second,2,fn
party names,2,fn
culture_war_topic_salience climate,2,fn
change same,2,fn
same sex,2,fn
sex bathrooms,2,fn
compliance tm,2,fn
any legislation,2,fn
legislation about,2,fn
about guns,2,fn
amendment does,2,fn
absolutists gun,2,fn
rights absolutists,2,fn
absolutism first,2,fn
after child,2,fn
ordinary families,2,fn
angry denunciation,2,fn
self protection,2,fn
they will,2,fn
our politicians,2,fn
politicians did,2,fn
high_punctuation_intensity exclamation,2,fn
national politics,2,fn
stood did,2,fn
blame gop,2,fn
guns firearm,2,fn
firearm regulation,2,fn
thorough background,2,fn
normative_moral_language gun,2,fn
policy_prescription_present supports,2,fn
rights organization,2,fn
nra republicans,2,fn
control lobby,2,fn
you should,2,fn
should own,2,fn
americans fellow,2,fn
conservative christians,2,fn
christians blue,2,fn
blue cities,2,fn
conditional_if_then_structure conditional,2,fn
direct second,2,fn
self harm,2,fn
short we,2,fn
we also,2,fn
also have,2,fn
have power,2,fn
power money,2,fn
innocent people,2,fn
policy_prescription_present require,2,fn
fund background,2,fn
people framed,2,fn
persuasion_or_argumentation argument,2,fn
fear mind,2,fn
mind killer,2,fn
enforce gun,2,fn
we already,2,fn
already have,2,fn
enforcement gun,2,fn
millions guns,2,fn
gun possession,2,fn
we act,2,fn
act shocked,2,fn
enforcement we,2,fn
multiple named,2,fn
specific_event_or_bill_reference paris,2,fn
blame trump,2,fn
shifts climate,2,fn
policy blame,2,fn
blame around,2,fn
trump biden,2,fn
named_proper_nouns_density several,2,fn
several named,2,fn
if he,2,fn
he about,2,fn
reform he,2,fn
wouldn embrace,2,fn
embrace rw,2,fn
gun lobby,2,fn
financial corruption,2,fn
whose pockets,2,fn
pockets being,2,fn
being lined,2,fn
who makes,2,fn
makes tons,2,fn
tons money,2,fn
money coal,2,fn
big coal,2,fn
rhetorical questions,2,fn
good sign,2,fn
guns red,2,fn
nra hates,2,fn
hates ma,2,fn
constitutional carry,2,fn
endorsement everytown,2,fn
candidates michigan,2,fn
families preventable,2,fn
fights protect,2,fn
am one,2,fn
one only,2,fn
only two,2,fn
two congressional,2,fn
their endorsement,2,fn
persuasion_or_argumentation uses,2,fn
praised_actor_type gun,2,fn
informal_register_or_slang conversational,2,fn
we could,2,fn
could have,2,fn
have sensible,2,fn
sensible set,2,fn
grifting off,2,fn
off nra,2,fn
federal government,2,fn
government nra,2,fn
border policy,2,fn
other policy,2,fn
policy issues,2,fn
democracy what,2,fn
what care,2,fn
care about,2,fn
about most,2,fn
cost living,2,fn
living healthcare,2,fn
healthcare abortion,2,fn
control medicare,2,fn
medicare medicaid,2,fn
medicaid even,2,fn
even wars,2,fn
unless we,2,fn
we lose,2,fn
lose our,2,fn
our democracy,2,fn
democracy then,2,fn
re just,2,fn
just all,2,fn
list_or_enumeration enumerated,2,fn
conditional_if_then_structure unless,2,fn
issue set,2,fn
fucking fucking,2,fn
fucking paris,2,fn
percentage national,2,fn
national budget,2,fn
agreement spending,2,fn
economic_cost_benefit_framing budget,2,fn
critique international,2,fn
billionaires fossil,2,fn
up solving,2,fn
solving climate,2,fn
making oil,2,fn
gas unaffordable,2,fn
hilarious if,2,fn
trump fossil,2,fn
conditional_if_then_structure hypothetical,2,fn
partisan shorthand,2,fn
change doesn,2,fn
doesn exist,2,fn
maga voting,2,fn
you keep,2,fn
keep voting,2,fn
voting red,2,fn
left_right_directional_cue anti,2,fn
anti maga,2,fn
maga anti,2,fn
climate denial,2,fn
history suicidal,2,fn
suicidal tendancies,2,fn
mirror uses,2,fn
energy transition,2,fn
cheap renewable,2,fn
made russia,2,fn
states irrelevant,2,fn
ridicule_or_mockery dismisses,2,fn
energy advocates,2,fn
uses all,2,fn
policy terms,2,fn
weapons disband,2,fn
nra universal,2,fn
culture_war_topic_salience second,2,fn
rights conflict,2,fn
nra terrorist,2,fn
call_to_action imperative,2,fn
policy action,2,fn
rights criticism,2,fn
criticism gun,2,fn
control lobbyists,2,fn
comma separated,2,fn
policy demands,2,fn
increase hundreds,2,fn
hundreds thousands,2,fn
thousands metric,2,fn
metric tonnes,2,fn
primary_policy_domain immigration,2,fn
accelerating climate,2,fn
biden harris,2,fn
policy biden,2,fn
open border,2,fn
americans shouldn,2,fn
guns second,2,fn
right bear,2,fn
bear arms,2,fn
mirror trigger,2,fn
trigger happy,2,fn
happy cops,2,fn
cops politicians,2,fn
politicians who,2,fn
who protect,2,fn
protect them,2,fn
factual_assertion_vs_speculation categorical,2,fn
factual claim,2,fn
holstered firearm,2,fn
real juicy,2,fn
juicy statute,2,fn
ban gun,2,fn
borders illegal,2,fn
illegal immigrants,2,fn
charge mass,2,fn
mass shooters,2,fn
ban logic,2,fn
otherwise they,2,fn
get off,2,fn
off scot,2,fn
scot free,2,fn
mocking gun,2,fn
multiple political,2,fn
al gore,2,fn
short sighted,2,fn
paying companies,2,fn
companies abandon,2,fn
abandon renewable,2,fn
rhetorical_question question,2,fn
trump fucking,2,fn
politician donald,2,fn
pharmacare carbon,2,fn
tax wealth,2,fn
tax disability,2,fn
benefit renewable,2,fn
keep promise,2,fn
promise put,2,fn
energy military,2,fn
military alliance,2,fn
national policy,2,fn
our military,2,fn
military usa,2,fn
keep put,2,fn
hedging_or_qualification qualified,2,fn
relevant amendment,2,fn
abortion restrictions,2,fn
chip away,2,fn
make obnoxious,2,fn
obnoxious inconvenient,2,fn
inconvenient possible,2,fn
state gun,2,fn
such bummer,2,fn
pop culture,2,fn
frank castle,2,fn
open carry,2,fn
carry shoot,2,fn
shoot people,2,fn
we same,2,fn
they like,2,fn
california electricity,2,fn
grid washington,2,fn
state carbon,2,fn
provide payback,2,fn
california green,2,fn
gun nut,2,fn
pretty sure,2,fn
queer individuals,2,fn
individuals constantly,2,fn
constantly being,2,fn
being threatened,2,fn
goes against,2,fn
against second,2,fn
criticized_actor_type unspecified,2,fn
framing gun,2,fn
political stance,2,fn
person white,2,fn
knows real,2,fn
bullshit magasses,2,fn
magasses spew,2,fn
military white,2,fn
change real,2,fn
where burned,2,fn
burned your,2,fn
climate fossil,2,fn
go down,2,fn
down block,2,fn
block get,2,fn
get refill,2,fn
refill your,2,fn
your slurpee,2,fn
second_person_direct_address directly,2,fn
directly addresses,2,fn
schools safe,2,fn
reform we,2,fn
schools we,2,fn
if takes,2,fn
sit then,2,fn
then takes,2,fn
minnesota republicans,2,fn
defending gun,2,fn
repeated we,2,fn
give up,2,fn
up my,2,fn
guns when,2,fn
you pry,2,fn
pry them,2,fn
them my,2,fn
my cold,2,fn
your precious,2,fn
precious rights,2,fn
control gun,2,fn
kill stop,2,fn
killing ban,2,fn
stand against,2,fn
argument maga,2,fn
rights argument,2,fn
checks saved,2,fn
saved records,2,fn
records data,2,fn
data research,2,fn
research red,2,fn
laws lifetime,2,fn
lifetime bans,2,fn
shifts defending,2,fn
amendment advocates,2,fn
has use,2,fn
use smoke,2,fn
weapons market,2,fn
radical left,2,fn
want kill,2,fn
white elephant,2,fn
bipartisan support,2,fn
democrats will,2,fn
will join,2,fn
join them,2,fn
will find,2,fn
children portrayed,2,fn
got my,2,fn
my concealed,2,fn
license renewed,2,fn
renewed today,2,fn
today lol,2,fn
guns concealed,2,fn
carry weapons,2,fn
carry em,2,fn
seems reckless,2,fn
reckless state,2,fn
they scare,2,fn
scare me,2,fn
when we,2,fn
don do,2,fn
do background,2,fn
checks beagles,2,fn
profanity_or_taboo_language insulting,2,fn
bipartisan gun,2,fn
should ve,2,fn
ve thrown,2,fn
out public,2,fn
public office,2,fn
gop gun,2,fn
informal insult,2,fn
beyond stupid,2,fn
out west,2,fn
renewables desalination,2,fn
unless using,2,fn
criticized_actor_type corporations,2,fn
credit scores,2,fn
scores background,2,fn
checks tenant,2,fn
tenant screening,2,fn
screening insurance,2,fn
insurance risk,2,fn
risk scoring,2,fn
scoring employment,2,fn
employment screening,2,fn
screening surveillance,2,fn
surveillance advertising,2,fn
systems china,2,fn
systems privatized,2,fn
far more,2,fn
more pervasive,2,fn
pervasive privatized,2,fn
privatized version,2,fn
privatized screening,2,fn
quietly living,2,fn
living under,2,fn
policy_prescription_present constitution,2,fn
constitution should,2,fn
constitution does,2,fn
does give,2,fn
give anyone,2,fn
anyone gun,2,fn
plainly outlaws,2,fn
outlaws slavery,2,fn
now time,2,fn
system stands,2,fn
guns leftists,2,fn
group leftists,2,fn
more decent,2,fn
overall violence,2,fn
reduction lead,2,fn
levels had,2,fn
had dropped,2,fn
dropped dramatically,2,fn
society polite,2,fn
polite society,2,fn
high temperatures,2,fn
we can,2,fn
can have,2,fn
have nice,2,fn
nice things,2,fn
return investment,2,fn
fuel billionaires,2,fn
radical green,2,fn
green lobby,2,fn
lost time,2,fn
action has,2,fn
has only,2,fn
only become,2,fn
become clearer,2,fn
safer fairer,2,fn
rebuild global,2,fn
momentum act,2,fn
action but,2,fn
but need,2,fn
medium will,1,fn
will admit,1,fn
admit my,1,fn
my own,1,fn
part climate,1,fn
historical_analogy_reference historical,1,fn
historical evidence,1,fn
harms decades,1,fn
decades earlier,1,fn
earlier over,1,fn
asserts evidence,1,fn
evidence existed,1,fn
existed decades,1,fn
decades ago,1,fn
ago they,1,fn
they had,1,fn
had evidence,1,fn
evidence over,1,fn
ago would,1,fn
would happen,1,fn
accuses denial,1,fn
denial blame,1,fn
blame shifting,1,fn
shifting dishonest,1,fn
dishonest you,1,fn
you lying,1,fn
lying yourself,1,fn
argues shared,1,fn
shared responsibility,1,fn
responsibility rather,1,fn
than sole,1,fn
sole blame,1,fn
blame oil,1,fn
companies if,1,fn
criticized_actor_type industry,1,fn
industry actors,1,fn
actors oil,1,fn
companies criticized,1,fn
criticized industrial,1,fn
industrial stooges,1,fn
blame industrial,1,fn
industrial oil,1,fn
oil actors,1,fn
actors government,1,fn
government green,1,fn
green agenda,1,fn
agenda political,1,fn
actors political,1,fn
political stooges,1,fn
stooges pushing,1,fn
green agendas,1,fn
followed evaluative,1,fn
evaluative consequence,1,fn
consequence but,1,fn
contrast introduced,1,fn
introduced but,1,fn
but but,1,fn
short if,1,fn
guns school,1,fn
security gun,1,fn
reform security,1,fn
after mass,1,fn
mass shooting,1,fn
culture_war_topic_salience school,1,fn
reform especially,1,fn
especially our,1,fn
our schools,1,fn
normative_moral_language implies,1,fn
implies insufficient,1,fn
insufficient attention,1,fn
attention shootings,1,fn
shootings school,1,fn
security if,1,fn
expresses frustration,1,fn
about policy,1,fn
policy attention,1,fn
attention if,1,fn
issue gun,1,fn
reform after,1,fn
after school,1,fn
shootings border,1,fn
after illegal,1,fn
illegal immigrant,1,fn
immigrant crime,1,fn
crime securing,1,fn
securing border,1,fn
border protecting,1,fn
protecting communities,1,fn
conditional_if_then_structure counterfactual,1,fn
only construction,1,fn
construction if,1,fn
short one,1,fn
weapon regulation,1,fn
regulation assault,1,fn
rights versus,1,fn
versus assault,1,fn
weapon bans,1,fn
bans second,1,fn
opposes civilian,1,fn
civilian need,1,fn
need assault,1,fn
weapons one,1,fn
claims weapon,1,fn
weapon purpose,1,fn
purpose assaultive,1,fn
assaultive killing,1,fn
killing capacity,1,fn
capacity purpose,1,fn
purpose which,1,fn
which right,1,fn
right name,1,fn
morally negative,1,fn
negative framing,1,fn
framing assault,1,fn
weapons mass,1,fn
mass killing,1,fn
killing tools,1,fn
tools kill,1,fn
kill many,1,fn
many possible,1,fn
possible shortest,1,fn
shortest time,1,fn
anti assault,1,fn
weapon claim,1,fn
claim pro,1,fn
critique left,1,fn
left left,1,fn
obsession banning,1,fn
criticized_actor_type left,1,fn
left wing,1,fn
control advocates,1,fn
advocates criticized,1,fn
mirror left,1,fn
medium united,1,fn
states has,1,fn
has significant,1,fn
significant issues,1,fn
named_proper_nouns_density contains,1,fn
contains political,1,fn
political party,1,fn
party country,1,fn
country names,1,fn
names united,1,fn
primary_policy_domain child,1,fn
safety sexual,1,fn
abuse gun,1,fn
deaths child,1,fn
child sexual,1,fn
states scope,1,fn
factual_assertion_vs_speculation statistical,1,fn
statistical claims,1,fn
child abuse,1,fn
abuse firearm,1,fn
deaths least,1,fn
least one,1,fn
one four,1,fn
four girls,1,fn
girls one,1,fn
one 20,1,fn
20 boys,1,fn
teens framed,1,fn
victims social,1,fn
social harms,1,fn
harms firearm,1,fn
deaths leading,1,fn
leading cause,1,fn
cause death,1,fn
death children,1,fn
ridicule_or_mockery sarcastic,1,fn
sarcastic blame,1,fn
blame formula,1,fn
formula directed,1,fn
directed party,1,fn
party thank,1,fn
criticized_actor_type republicans,1,fn
republicans criticized,1,fn
mirror thank,1,fn
blame republicans,1,fn
republicans child,1,fn
gun issues,1,fn
issues democrats,1,fn
democrats border,1,fn
border crime,1,fn
crime issues,1,fn
issues thank,1,fn
thank democrat,1,fn
list_or_enumeration bullet,1,fn
bullet like,1,fn
like enumeration,1,fn
enumeration claims,1,fn
claims firearm,1,fn
uses fuck,1,fn
fuck who,1,fn
multiple punctuation,1,fn
punctuation marks,1,fn
marks emphasis,1,fn
emphasis asking,1,fn
all used,1,fn
emphasis mirror,1,fn
mirror all,1,fn
all trump,1,fn
trump fault,1,fn
specific_event_or_bill_reference hurricane,1,fn
hurricane katrina,1,fn
katrina original,1,fn
covid mirror,1,fn
mirror katrina,1,fn
katrina hit,1,fn
climate media,1,fn
media coverage,1,fn
coverage original,1,fn
covid media,1,fn
media mirror,1,fn
mirror global,1,fn
multiple media,1,fn
media political,1,fn
nouns fox,1,fn
rhetorical_question angry,1,fn
angry rhetorical,1,fn
about unwanted,1,fn
unwanted media,1,fn
media framing,1,fn
framing who,1,fn
expresses personal,1,fn
personal rejection,1,fn
rejection cable,1,fn
cable news,1,fn
news coverage,1,fn
coverage turned,1,fn
turned off,1,fn
off then,1,fn
then haven,1,fn
haven seen,1,fn
seen since,1,fn
criticized_actor_type media,1,fn
media outlet,1,fn
outlet criticized,1,fn
criticized fox,1,fn
criticized media,1,fn
media fox,1,fn
fox climate,1,fn
climate framing,1,fn
cnn anti,1,fn
anti trump,1,fn
trump covid,1,fn
covid framing,1,fn
cnn kept,1,fn
kept screaming,1,fn
rhetorical_question explicit,1,fn
explicit rhetorical,1,fn
question who,1,fn
uses shitless,1,fn
shitless scared,1,fn
ampersand blunt,1,fn
blunt colloquial,1,fn
phrasing exhibitors,1,fn
climate conservation,1,fn
conservation politics,1,fn
politics climate,1,fn
benefit clout,1,fn
clout prioritized,1,fn
over stated,1,fn
stated concern,1,fn
concern come,1,fn
come distant,1,fn
distant second,1,fn
second personal,1,fn
claims institutions,1,fn
institutions avoid,1,fn
avoid politics,1,fn
politics while,1,fn
while climate,1,fn
climate conditions,1,fn
conditions worsen,1,fn
climate breaks,1,fn
breaks down,1,fn
criticizes perceived,1,fn
perceived self,1,fn
self interest,1,fn
interest environmental,1,fn
environmental actors,1,fn
actors personal,1,fn
benefit they,1,fn
strongly worded,1,fn
worded complaint,1,fn
complaint about,1,fn
about conservation,1,fn
organizations scared,1,fn
shitless politics,1,fn
criticized_actor_type influencers,1,fn
influencers conservation,1,fn
organizations criticized,1,fn
criticized exhibitors,1,fn
critique toward,1,fn
toward activists,1,fn
progressive climate,1,fn
climate influencers,1,fn
influencers harming,1,fn
harming working,1,fn
working class,1,fn
class livelihoods,1,fn
livelihoods activists,1,fn
progressive influencers,1,fn
medium biden,1,fn
named_proper_nouns_density many,1,fn
many named,1,fn
named politicians,1,fn
politicians institutions,1,fn
institutions policies,1,fn
policies biden,1,fn
primary_policy_domain civil,1,fn
civil rights,1,fn
rights student,1,fn
student loans,1,fn
loans climate,1,fn
climate infrastructure,1,fn
infrastructure policy,1,fn
policy gay,1,fn
specific_event_or_bill_reference scotus,1,fn
scotus student,1,fn
loan ruling,1,fn
ruling green,1,fn
deal infrastructure,1,fn
infrastructure reference,1,fn
reference scotus,1,fn
scotus blocked,1,fn
blocked him,1,fn
specific actions,1,fn
actions policy,1,fn
efforts presidents,1,fn
presidents biden,1,fn
hard implement,1,fn
implement student,1,fn
loan forgiveness,1,fn
normative_moral_language evaluates,1,fn
evaluates obama,1,fn
obama negatively,1,fn
negatively despite,1,fn
despite praising,1,fn
praising biden,1,fn
biden actions,1,fn
actions obama,1,fn
praised_actor_type biden,1,fn
biden praised,1,fn
praised original,1,fn
original policy,1,fn
efforts biden,1,fn
criticized_actor_type obama,1,fn
obama criticized,1,fn
original trump,1,fn
trump criticized,1,fn
mirror obama,1,fn
shifts comparison,1,fn
comparison biden,1,fn
biden versus,1,fn
versus obama,1,fn
disappointment trump,1,fn
trump failing,1,fn
failing populist,1,fn
populist promises,1,fn
promises trump,1,fn
trump had,1,fn
had dragged,1,fn
repeated sentence,1,fn
sentence openings,1,fn
openings biden,1,fn
biden biden,1,fn
had biden,1,fn
worked biden,1,fn
list_or_enumeration enumerates,1,fn
enumerates multiple,1,fn
multiple policy,1,fn
examples gay,1,fn
rights biden,1,fn
hard biden,1,fn
combine common,1,fn
policy common,1,fn
policy combined,1,fn
combined culture,1,fn
war stereotypes,1,fn
stereotypes mirror,1,fn
mirror safe,1,fn
claims combining,1,fn
combining laws,1,fn
laws culture,1,fn
culture produces,1,fn
produces toughness,1,fn
toughness defenselessness,1,fn
defenselessness you,1,fn
get some,1,fn
some folks,1,fn
folks who,1,fn
who can,1,fn
can tussle,1,fn
mocks perceived,1,fn
perceived soft,1,fn
soft culture,1,fn
culture safe,1,fn
shifts favorable,1,fn
favorable common,1,fn
law framing,1,fn
framing anti,1,fn
control ridicule,1,fn
ridicule radical,1,fn
radical gun,1,fn
conditional_if_then_structure when,1,fn
when clause,1,fn
followed result,1,fn
result clause,1,fn
clause when,1,fn
combine you,1,fn
second_person_direct_address generic,1,fn
generic second,1,fn
person you,1,fn
you when,1,fn
short gop,1,fn
informal_register_or_slang compressed,1,fn
compressed social,1,fn
social media,1,fn
media style,1,fn
style party,1,fn
party abbreviation,1,fn
abbreviation gop,1,fn
primary_policy_domain welfare,1,fn
welfare food,1,fn
food assistance,1,fn
assistance gun,1,fn
laws feeding,1,fn
feeding hungry,1,fn
criticizes policy,1,fn
policy inconsistency,1,fn
inconsistency hunger,1,fn
laws leaving,1,fn
gaps gun,1,fn
laws big,1,fn
big enough,1,fn
enough semi,1,fn
semi drive,1,fn
drive through,1,fn
sarcastic party,1,fn
party characterization,1,fn
