term,count,bucket
warning,2,tn
swear,2,tn
each,2,tn
nra,2,tn
profit,2,tn
last,2,tn
expressive,2,tn
face,2,tn
lobby,2,tn
end,2,tn
dense,2,tn
agreements,2,tn
positively,2,tn
among,2,tn
achievements,2,tn
lower,2,tn
messes,2,tn
profanity_or_taboo_language,2,tn
profanity,2,tn
requirements,2,tn
had,2,tn
cue,2,tn
general,2,tn
license,2,tn
ballot,2,tn
box,2,tn
buy,2,tn
package,2,tn
movements,2,tn
intra,2,tn
involvement,2,tn
part,2,tn
times,2,tn
attribution,2,tn
class,2,tn
gop,2,tn
maga,2,tn
dispute,2,tn
base,2,tn
simplistic,2,tn
holding,2,tn
broader,2,tn
streets,2,tn
frustration,2,tn
rejecting,2,tn
shorthand,2,tn
jobs,2,tn
evaluation,2,tn
piece,2,tn
wave,2,tn
summary,2,tn
wish,2,tn
suggests,2,tn
allowing,2,tn
stricter,2,tn
progress,2,tn
didn,2,tn
happen,2,tn
accident,2,tn
accidental,2,tn
wasn,2,tn
writes,2,tn
price,2,tn
certainly,2,tn
could,2,tn
fiscal,2,tn
frameworks,2,tn
others,2,tn
economically,2,tn
producers,2,tn
into,2,tn
institutional,2,tn
dependence,2,tn
also,2,tn
becerra,2,tn
dedicated,2,tn
enforce,2,tn
oppose,2,tn
proposals,2,tn
raise,2,tn
age,2,tn
majority,2,tn
dhs,2,tn
mark,2,tn
polling,2,tn
stations,2,tn
during,2,tn
midterms,2,tn
immigrant,2,tn
federal,2,tn
alleged,2,tn
suppression,2,tn
making,2,tn
criticizing,2,tn
democracy,2,tn
serious,2,tn
when,2,tn
inconsistent,2,tn
unspecified,2,tn
reactions,2,tn
conduct,2,tn
protest,2,tn
causes,2,tn
reducing,2,tn
exercising,2,tn
unarmed,2,tn
points,2,tn
job,2,tn
directly,2,tn
elected,2,tn
phrase,2,tn
being,2,tn
audience,2,tn
idiots,2,tn
steps,2,tn
disgusted,2,tn
characterizes,2,tn
interest,2,tn
expense,2,tn
else,2,tn
figure,2,tn
nadler,2,tn
planned,2,tn
parenthood,2,tn
warns,2,tn
member,2,tn
society,2,tn
human,2,tn
life,2,tn
soft,2,tn
forceful,2,tn
tragedy,2,tn
universal,2,tn
reported,2,tn
access,2,tn
moms,2,tn
annihilation,2,tn
her,2,tn
baby,2,tn
brother,2,tn
sister,2,tn
mom,2,tn
linked,2,tn
emphasizes,2,tn
honestly,2,tn
lean,2,tn
justice,2,tn
name,2,tn
rugged,2,tn
historical_analogy_reference,2,tn
gets,2,tn
worse,2,tn
says,2,tn
peaked,2,tn
nations,2,tn
convention,2,tn
between,2,tn
effective,2,tn
praises,2,tn
budget,2,tn
labeling,2,tn
welfare,2,tn
parallel,2,tn
favors,2,tn
hashtag_or_mention_pattern,2,tn
betrayal,2,tn
donors,2,tn
dc,2,tn
elites,2,tn
move,2,tn
effects,2,tn
impact,2,tn
encouraging,2,tn
endorsed,2,tn
date,2,tn
clyde,2,tn
assigns,2,tn
discharge,2,tn
child,2,tn
rejection,2,tn
actor,2,tn
prominence,2,tn
unchallenged,2,tn
basically,2,tn
which,2,tn
leaving,2,tn
line,2,tn
unnamed,2,tn
dinged,2,tn
contrastive,2,tn
identity,2,tn
effectiveness,2,tn
scare,2,tn
celebritiessuck,2,tn
solve,2,tn
exploitation,2,tn
derisive,2,tn
home,2,tn
cool,2,tn
costs,2,tn
ironic,2,tn
ideologues,2,tn
murder,2,tn
analogy,2,tn
showing,2,tn
power,2,tn
explanatory,2,tn
politically,2,tn
discourse,2,tn
devotion,2,tn
within,2,tn
repeat,2,tn
offenders,2,tn
fusion,2,tn
research,2,tn
crazy,2,tn
half,2,tn
exhausted,2,tn
peace,2,tn
ready,2,tn
aren,2,tn
markers,2,tn
meanwhile,2,tn
actually,2,tn
sounds,2,tn
reverses,2,tn
fetuses,2,tn
heartbreaking,2,tn
numbered,2,tn
point,2,tn
men,2,tn
encourages,2,tn
explore,2,tn
reader,2,tn
sigh,2,tn
fl,2,tn
rifle,2,tn
due,2,tn
process,2,tn
rifles,2,tn
banned,2,tn
rule,2,tn
representative,2,tn
multi,2,tn
rehabilitation,2,tn
electrification,1,tn
hit,1,tn
electrify,1,tn
broadly,1,tn
build,1,tn
building,1,tn
tons,1,tn
affordability,1,tn
reliability,1,tn
taxpayer,1,tn
cost,1,tn
official,1,tn
guilbeault,1,tn
100,1,tn
natural,1,tn
gas,1,tn
gimmicks,1,tn
europe,1,tn
sovereignty,1,tn
accuses,1,tn
inconsistency,1,tn
emulating,1,tn
past,1,tn
contrasted,1,tn
decades,1,tn
told,1,tn
clinton,1,tn
attack,1,tn
always,1,tn
mobilization,1,tn
smucker,1,tn
lawful,1,tn
attendance,1,tn
categorical,1,tn
possession,1,tn
creating,1,tn
literally,1,tn
emphasizing,1,tn
priority,1,tn
single,1,tn
proposing,1,tn
proof,1,tn
punctuation,1,tn
lowercase,1,tn
far,1,tn
cuts,1,tn
bring,1,tn
series,1,tn
questions,1,tn
colon,1,tn
away,1,tn
later,1,tn
challenging,1,tn
leftist,1,tn
mayors,1,tn
defunding,1,tn
criteria,1,tn
significant,1,tn
efficient,1,tn
efficiently,1,tn
disagreement,1,tn
exception,1,tn
implications,1,tn
faith,1,tn
dodge,1,tn
keeps,1,tn
pretending,1,tn
design,1,tn
term,1,tn
fragments,1,tn
nyc,1,tn
status,1,tn
details,1,tn
endless,1,tn
hoops,1,tn
derides,1,tn
statewide,1,tn
fragment,1,tn
features,1,tn
abbreviation,1,tn
imo,1,tn
lack,1,tn
inferred,1,tn
debate,1,tn
constrained,1,tn
realistically,1,tn
doable,1,tn
doubts,1,tn
implicit,1,tn
enumeration,1,tn
performativity,1,tn
safe,1,tn
liability,1,tn
increase,1,tn
secured,1,tn
properly,1,tn
punished,1,tn
punishing,1,tn
few,1,tn
rationale,1,tn
bureaucratic,1,tn
standards,1,tn
paired,1,tn
conditional,1,tn
fact,1,tn
imagined,1,tn
quote,1,tn
truncated_text,1,tn
appears,1,tn
cut,1,tn
off,1,tn
mid,1,tn
handed,1,tn
external,1,tn
observers,1,tn
interests,1,tn
see,1,tn
entertainment,1,tn
profiting,1,tn
acceptable,1,tn
resort,1,tn
option,1,tn
peaceful,1,tn
methods,1,tn
emotionally,1,tn
signaled,1,tn
outsiders,1,tn
anger_emoji_present,1,tn
presidents,1,tn
alliances,1,tn
records,1,tn
legislation,1,tn
acts,1,tn
nato,1,tn
alliance,1,tn
presidency,1,tn
catastrophic,1,tn
performance,1,tn
included,1,tn
unemployment,1,tn
rate,1,tn
record,1,tn
including,1,tn
accomplishments,1,tn
actively,1,tn
ids,1,tn
document,1,tn
identification,1,tn
concrete,1,tn
licensing,1,tn
fingerprinted,1,tn
checked,1,tn
disenfranchisement,1,tn
objections,1,tn
indignant,1,tn
escalation,1,tn
burden,1,tn
asking,1,tn
activities,1,tn
requiring,1,tn
beer,1,tn
board,1,tn
plane,1,tn
pick,1,tn
disputes,1,tn
weakened,1,tn
dropped,1,tn
watered,1,tn
corrects,1,tn
establishments,1,tn
enemy,1,tn
grassroots,1,tn
establishment,1,tn
rnc,1,tn
signs,1,tn
hold,1,tn
avoid,1,tn
inaction,1,tn
requires,1,tn
addressed,1,tn
links,1,tn
spread,1,tn
flooding,1,tn
partial,1,tn
expression,1,tn
inadequate,1,tn
irresponsible,1,tn
bystanders,1,tn
confiscation,1,tn
frame,1,tn
thoughts,1,tn
prayers,1,tn
proliferation,1,tn
media,1,tn
promotion,1,tn
publication,1,tn
slogans,1,tn
weakens,1,tn
speed,1,tn
prioritizes,1,tn
rapid,1,tn
weakening,1,tn
harming,1,tn
strangling,1,tn
charged,1,tn
summarizes,1,tn
authored,1,tn
star,1,tn
today,1,tn
deregulators,1,tn
oriented,1,tn
policymakers,1,tn
title,1,tn
format,1,tn
thought,1,tn
ndo,1,tn
community,1,tn
balancing,1,tn
opens,1,tn
prompting,1,tn
reconsideration,1,tn
result,1,tn
emphasize,1,tn
causation,1,tn
dumb,1,tn
luck,1,tn
happenstance,1,tn
inevitable,1,tn
reckless,1,tn
tax,1,tn
discusses,1,tn
imposed,1,tn
pricing,1,tn
crush,1,tn
small,1,tn
gives,1,tn
alternative,1,tn
possible,1,tn
argued,1,tn
technocratic,1,tn
supportive,1,tn
burdensome,1,tn
entities,1,tn
practical,1,tn
transportation,1,tn
food,1,tn
medicine,1,tn
transported,1,tn
alongside,1,tn
continuing,1,tn
pragmatic,1,tn
industries,1,tn
draw,1,tn
lines,1,tn
sand,1,tn
skepticism,1,tn
committed,1,tn
supporting,1,tn
author,1,tn
21,1,tn
proponents,1,tn
terms,1,tn
mullin,1,tn
announcement,1,tn
sudden,1,tn
surge,1,tn
midterm,1,tn
hidden,1,tn
motive,1,tn
behind,1,tn
agent,1,tn
deployment,1,tn
send,1,tn
minority,1,tn
targeted,1,tn
brown,1,tn
scared,1,tn
show,1,tn
polls,1,tn
motives,1,tn
isn,1,tn
naked,1,tn
agents,1,tn
denunciation,1,tn
dressed,1,tn
illegal,1,tn
indeed,1,tn
judgment,1,tn
concession,1,tn
concedes,1,tn
before,1,tn
transparent,1,tn
accountable,1,tn
systems,1,tn
goods,1,tn
abomination,1,tn
uptake,1,tn
challenges,1,tn
merit,1,tn
nred,1,tn
obvious,1,tn
simple,1,tn
rocket,1,tn
science,1,tn
dismisses,1,tn
opponents,1,tn
unserious,1,tn
newline,1,tn
lacking,1,tn
safeguards,1,tn
man,1,tn
carries,1,tn
implies,1,tn
attitudes,1,tn
wandering,1,tn
coffee,1,tn
shop,1,tn
perceived,1,tn
cultural,1,tn
militarization,1,tn
burns,1,tn
cops,1,tn
tanks,1,tn
duration,1,tn
normalization,1,tn
normalized,1,tn
condemning,1,tn
blocking,1,tn
reductions,1,tn
destructive,1,tn
destroy,1,tn
call,1,tn
opposed,1,tn
obstructing,1,tn
extremists,1,tn
punishment,1,tn
poses,1,tn
potential,1,tn
unjust,1,tn
authority,1,tn
bearers,1,tn
frequent,1,tn
nif,1,tn
exhortation,1,tn
officials,1,tn
must,1,tn
electoral,1,tn
wording,1,tn
got,1,tn
still,1,tn
pride,1,tn
disgust,1,tn
outrage,1,tn
outrageous,1,tn
individuals,1,tn
tracking,1,tn
concern,1,tn
approval,1,tn
awesome,1,tn
talk,1,tn
thing,1,tn
necessity,1,tn
unclear,1,tn
zones,1,tn
blood,1,tn
wealth,1,tn
billions,1,tn
coal,1,tn
distrust,1,tn
someone,1,tn
financial,1,tn
incentives,1,tn
drive,1,tn
best,1,tn
uncertainty,1,tn
ordinary,1,tn
votes,1,tn
stronghold,1,tn
organizations,1,tn
taxes,1,tn
electing,1,tn
weaken,1,tn
dilutes,1,tn
dsa,1,tn
repub,1,tn
federalist,1,tn
extended,1,tn
hand,1,tn
seat,1,tn
harmed,1,tn
valuing,1,tn
matter,1,tn
fatigue,1,tn
distress,1,tn
tired,1,tn
seeing,1,tn
become,1,tn
headlines,1,tn
civilized,1,tn
function,1,tn
use,1,tn
quantitative,1,tn
20,1,tn
30,1,tn
million,1,tn
ways,1,tn
comma,1,tn
services,1,tn
speech,1,tn
expanding,1,tn
branded,1,tn
designation,1,tn
candidacy,1,tn
opposes,1,tn
protective,1,tn
vulnerable,1,tn
groups,1,tn
schools,1,tn
important,1,tn
me,1,tn
continue,1,tn
ll,1,tn
recognized,1,tn
becomes,1,tn
many,1,tn
pet,1,tn
max,1,tn
frisco,1,tn
felix,1,tn
figaro,1,tn
molly,1,tn
homicide,1,tn
teresa,1,tn
killed,1,tn
along,1,tn
outgrowth,1,tn
statistical,1,tn
frequency,1,tn
five,1,tn
days,1,tn
pattern,1,tn
members,1,tn
pets,1,tn
interventions,1,tn
failure,1,tn
warnings,1,tn
failed,1,tn
broken,1,tn
description,1,tn
fillers,1,tn
economics,1,tn
criminal,1,tn
taxation,1,tn
hybrid,1,tn
abolitions,1,tn
prisons,1,tn
placement,1,tn
positioning,1,tn
obviously,1,tn
legalizing,1,tn
abolishing,1,tn
ideological_self_disclosure,1,tn
styled,1,tn
christian,1,tn
conflicts,1,tn
causing,1,tn
forcing,1,tn
predictive,1,tn
further,1,tn
christians,1,tn
blue,1,tn
collar,1,tn
unfccc,1,tn
produced,1,tn
outcomes,1,tn
empirical,1,tn
citing,1,tn
sources,1,tn
2005,1,tn
direction,1,tn
lead,1,tn
supported,1,tn
cited,1,tn
source,1,tn
lots,1,tn
read,1,tn
leadership,1,tn
maintained,1,tn
finding,1,tn
reallocate,1,tn
allocation,1,tn
morally,1,tn
scams,1,tn
polite,1,tn
request,1,tn
changed,1,tn
please,1,tn
structure,1,tn
borders,1,tn
bluemagadelusions,1,tn
abbreviations,1,tn
loans,1,tn
quantified,1,tn
opinion,1,tn
70,1,tn
preferences,1,tn
makethemaccountable,1,tn
rinos,1,tn
leaders,1,tn
caused,1,tn
effect,1,tn
offset,1,tn
offsetting,1,tn
impacts,1,tn
pulling,1,tn
reaction,1,tn
delighted,1,tn
leader,1,tn
credits,1,tn
accelerating,1,tn
withdrawal,1,tn
benefiting,1,tn
acceleration,1,tn
imperative,1,tn
dominance,1,tn
clean,1,tn
totally,1,tn
unsafe,1,tn
animal,1,tn
outraged,1,tn
addresses,1,tn
bureaucrat,1,tn
legislator,1,tn
overreaching,1,tn
legislators,1,tn
shooters,1,tn
certain,1,tn
crowd,1,tn
interpretive,1,tn
dominate,1,tn
focus,1,tn
place,1,tn
appear,1,tn
chris,1,tn
murphy,1,tn
thom,1,tn
tillis,1,tn
kyrsten,1,tn
sinema,1,tn
image,1,tn
solidified,1,tn
aftermath,1,tn
put,1,tn
credibility,1,tn
bipartisan,1,tn
reputation,1,tn
bipartisanship,1,tn
reframes,1,tn
compromise,1,tn
caved,1,tn
mediocre,1,tn
cishet,1,tn
white,1,tn
dudes,1,tn
confused,1,tn
claimed,1,tn
unequal,1,tn
disproportionately,1,tn
affect,1,tn
added,1,tn
equity,1,tn
grounds,1,tn
affected,1,tn
clause,1,tn
barriers,1,tn
staccato,1,tn
period,1,tn
ineffective,1,tn
ineffectiveness,1,tn
deaths,1,tn
everywhere,1,tn
ngun,1,tn
climatechaos,1,tn
aiisms,1,tn
labor,1,tn
earth,1,tn
constitutive,1,tn
targeting,1,tn
celebrities,1,tn
systemic,1,tn
pales,1,tn
opening,1,tn
doubling,1,tn
choices,1,tn
create,1,tn
dependency,1,tn
doing,1,tn
yourself,1,tn
hostage,1,tn
pump,1,tn
electric,1,tn
bill,1,tn
criticized,1,tn
choice,1,tn
related,1,tn
criticism,1,tn
forced,1,tn
obstacles,1,tn
powerful,1,tn
entrenched,1,tn
subjective,1,tn
qualifiers,1,tn
seems,1,tn
where,1,tn
understanding,1,tn
runs,1,tn
aground,1,tn
blind,1,tn
equivalent,1,tn
strategy,1,tn
stops,1,tn
rather,1,tn
broad,1,tn
criminalized,1,tn
violent,1,tn
protected,1,tn
agriculture,1,tn
urged,1,tn
prescriptive,1,tn
sustainability,1,tn
sustainable,1,tn
markets,1,tn
needed,1,tn
alternatives,1,tn
plastics,1,tn
success,1,tn
led,1,tn
decided,1,tn
exaggeration,1,tn
ever,1,tn
again,1,tn
dare,1,tn
mocking,1,tn
deserve,1,tn
because,1,tn
exhaustion,1,tn
live,1,tn
loss,1,tn
freedoms,1,tn
readiness,1,tn
colloquial,1,tn
marker,1,tn
school,1,tn
active,1,tn
shooter,1,tn
drills,1,tn
