term,count,bucket
conditional_if_then_structure if,4,tp
if clause,4,tp
fox rw,4,tp
rw media,4,tp
media russian,4,tp
russian trolls,4,tp
qanan pizza,4,tp
pizza gate,4,tp
control concealed,4,tp
policy_prescription_present advocates,4,tp
every year,4,tp
shifts pro,4,tp
child safety,4,tp
ridicule_or_mockery insults,4,tp
many more,4,tp
gop reps,4,tp
reps senators,4,tp
emphatic_outrage outrage,4,tp
gop119thcongress gopscotus,4,tp
gopscotus magagop,4,tp
primary_policy_domain elections,4,tp
contrastive_but_however_structure contrast,4,tp
but yeah,4,tp
criticized_actor_type political,4,tp
ridicule_or_mockery mocking,4,tp
mass shooting,4,tp
radical right,4,tp
fossil fuels,4,tp
simplify simplify,4,tp
bill reilly,4,tp
male supremacy,4,tp
liberal white,4,tp
white men,4,tp
uk style,4,tp
style gun,4,tp
mirror frames,4,tp
constitutional rights,4,tp
racism sexism,4,tp
sexism climate,4,tp
climate crisis,4,tp
crisis denial,4,tp
original targets,4,tp
simple gun,4,tp
united states,4,tp
policy_prescription_present supports,4,tp
checks red,4,tp
white people,4,tp
people who,4,tp
would have,4,tp
have saved,4,tp
original anti,4,tp
buy gun,4,tp
trans american,4,tp
trans americans,4,tp
place restrictions,4,tp
control advocates,4,tp
human rights,4,tp
worse than,4,tp
than useless,4,tp
cult like,4,tp
gun fetish,4,tp
fetish murders,4,tp
should allowed,4,tp
stand your,4,tp
your ground,4,tp
australia gun,4,tp
hot take,4,tp
nazi ideology,4,tp
ai infrastructure,4,tp
gop state,4,tp
state assembly,4,tp
might have,4,tp
have prevented,4,tp
unrestricted access,4,tp
national usa,3,tp
so why,3,tp
critique pro,3,tp
rights nra,3,tp
shifts criticizing,3,tp
second_person_direct_address direct,3,tp
fossil fool,3,tp
fool funded,3,tp
climate energy,3,tp
geographic_scope international,3,tp
trumpist platform,3,tp
persuasion_or_argumentation argument,3,tp
funded right,3,tp
mild profanity,3,tp
gun humping,3,tp
humping customers,3,tp
carry policy,3,tp
geographic_scope us,3,tp
venting_or_expressive expresses,3,tp
total eyesore,3,tp
exclamation marks,3,tp
maga trump,3,tp
normative_moral_language strong,3,tp
deal total,3,tp
people dangerous,3,tp
causal_claim_present gun,3,tp
doesn keep,3,tp
keep guns,3,tp
guns out,3,tp
factual_assertion_vs_speculation assertive,3,tp
political identity,3,tp
black trans,3,tp
race gender,3,tp
oh look,3,tp
clutch your,3,tp
your pearls,3,tp
criticized_actor_type republicans,3,tp
depend upon,3,tp
upon truth,3,tp
gate george,3,tp
george soros,3,tp
flat earth,3,tp
earth qanan,3,tp
criticized_actor_type trump,3,tp
wing trump,3,tp
science denial,3,tp
need gun,3,tp
kids die,3,tp
outrage over,3,tp
dead children,3,tp
you really,3,tp
really haven,3,tp
victimhood_or_persecution_framing black,3,tp
your ignorance,3,tp
if you,3,tp
you think,3,tp
klan out,3,tp
mace stun,3,tp
stun gun,3,tp
gun brass,3,tp
brass knuckles,3,tp
knuckles gun,3,tp
young black,3,tp
children framed,3,tp
armed self,3,tp
don let,3,tp
deaths kids,3,tp
deaths how,3,tp
how many,3,tp
more must,3,tp
must die,3,tp
framed victims,3,tp
call_to_action urges,3,tp
criticized_actor_type gop,3,tp
critique gop,3,tp
rapists pedos,3,tp
noncritical thinkers,3,tp
normative_moral_language severe,3,tp
severe moral,3,tp
ridicule_or_mockery derogatory,3,tp
named_proper_nouns_density named,3,tp
his followers,3,tp
critique right,3,tp
aligned gun,3,tp
such ass,3,tp
birthright citizenship,3,tp
sarcastic contrast,3,tp
contrast between,3,tp
domestic terrorist,3,tp
guns second,3,tp
children became,3,tp
emphatic_outrage intense,3,tp
criticized_actor_type nra,3,tp
rights critique,3,tp
laws nudifying,3,tp
nudifying law,3,tp
lack gun,3,tp
judgment about,3,tp
nudifying against,3,tp
against law,3,tp
critique gun,3,tp
defenseless victims,3,tp
push gun,3,tp
damn thing,3,tp
lazy fuckers,3,tp
criticized_actor_type people,3,tp
citizens their,3,tp
their rights,3,tp
argument radical,3,tp
rights voters,3,tp
voted gun,3,tp
above all,3,tp
all else,3,tp
sandy hook,3,tp
our country,3,tp
about gun,3,tp
idiot bill,3,tp
according idiot,3,tp
allegedly liberal,3,tp
forcing kids,3,tp
victimhood_or_persecution_framing mirror,3,tp
profanity taboo,3,tp
three item,3,tp
national united,3,tp
states scope,3,tp
ballroom spending,3,tp
wouldn want,3,tp
democrats have,3,tp
money disinformation,3,tp
gun training,3,tp
training safety,3,tp
safety permits,3,tp
anyone against,3,tp
question used,3,tp
list_or_enumeration three,3,tp
mirror targets,3,tp
uses profanity,3,tp
shit posters,3,tp
all democratic,3,tp
democratic policy,3,tp
list_or_enumeration enumerates,3,tp
mirrored text,3,tp
colonization industrialization,3,tp
parkland sandyhook,3,tp
wing fuckers,3,tp
yeah because,3,tp
carry guns,3,tp
every trans,3,tp
informal_register_or_slang derogatory,3,tp
sensitive place,3,tp
claims gun,3,tp
support national,3,tp
beto rourke,3,tp
children lives,3,tp
kill ppl,3,tp
nra convention,3,tp
they want,3,tp
labels trump,3,tp
judicial elections,3,tp
loss human,3,tp
people killed,3,tp
so damn,3,tp
damn hard,3,tp
democrats mirror,3,tp
nra republican,3,tp
republican world,3,tp
political coward,3,tp
coward obstinacy,3,tp
like behavior,3,tp
republican gun,3,tp
republicans gun,3,tp
mirror_shift_direction criticizing,3,tp
hogg right,3,tp
right we,3,tp
school safety,3,tp
better gun,3,tp
mirror_shift_direction pro,3,tp
do me,3,tp
guns firearm,3,tp
firearm ownership,3,tp
second_person_direct_address directly,3,tp
directly addresses,3,tp
wildest dream,3,tp
citizens framed,3,tp
missouri legislature,3,tp
permit less,3,tp
less open,3,tp
blood his,3,tp
his hands,3,tp
moral blame,3,tp
never vote,3,tp
laws kill,3,tp
kill kids,3,tp
has made,3,tp
made sure,3,tp
more rights,3,tp
public has,3,tp
has live,3,tp
gun grabs,3,tp
past tense,3,tp
bible thumping,3,tp
democracy survival,3,tp
evolution climate,3,tp
science science,3,tp
science general,3,tp
problematic media,3,tp
blame frame,3,tp
should vote,3,tp
globalist hoax,3,tp
nice try,3,tp
try asshole,3,tp
national ban,3,tp
ban abortion,3,tp
attacking gender,3,tp
push his,3,tp
his extreme,3,tp
trump his,3,tp
his magats,3,tp
magats trumplicans,3,tp
border enforcement,3,tp
trump maga,3,tp
have we,3,tp
we had,3,tp
had enough,3,tp
enough yet,3,tp
every one,3,tp
one these,3,tp
these kids,3,tp
kids you,3,tp
weapons war,3,tp
reform gun,2,tp
usa usa,2,tp
so if,2,tp
overthrow tyrannical,2,tp
tyrannical government,2,tp
position gun,2,tp
question challenging,2,tp
direct address,2,tp
address you,2,tp
you yanks,2,tp
uk australia,2,tp
energy storage,2,tp
energy success,2,tp
tanks institutes,2,tp
critique directed,2,tp
directed right,2,tp
wing trumpist,2,tp
wing actors,2,tp
globalist funded,2,tp
funded left,2,tp
short sighted,2,tp
sighted hell,2,tp
informal_register_or_slang colloquial,2,tp
non gun,2,tp
guns open,2,tp
us state,2,tp
state law,2,tp
publix choice,2,tp
carry gun,2,tp
anti 2a,2,tp
eyesore classy,2,tp
classy sad,2,tp
american greatness,2,tp
disaster maga,2,tp
deal maga,2,tp
trump international,2,tp
culture_war_topic_salience climate,2,tp
partisan culture,2,tp
back coal,2,tp
coal bringing,2,tp
back jobs,2,tp
negative evaluation,2,tp
my beautiful,2,tp
beautiful turbines,2,tp
classy these,2,tp
these ones,2,tp
ones sad,2,tp
emphatic_outrage highly,2,tp
highly emphatic,2,tp
infrastructure policy,2,tp
anti green,2,tp
framing original,2,tp
people gun,2,tp
keep honest,2,tp
honest people,2,tp
locks doors,2,tp
just like,2,tp
control laws,2,tp
predictive claim,2,tp
person going,2,tp
going find,2,tp
find way,2,tp
argument against,2,tp
but doesn,2,tp
lgbtqia republican,2,tp
trans lgbtqia,2,tp
culture_war_topic_salience race,2,tp
homegrown republican,2,tp
sarcastic setup,2,tp
trans people,2,tp
all clutch,2,tp
humanity depend,2,tp
named_proper_nouns_density dense,2,tp
trump fox,2,tp
disinformation conspiracies,2,tp
conspiracy theories,2,tp
emphatic_outrage urgent,2,tp
urgent emphatic,2,tp
emphatic warning,2,tp
warning about,2,tp
trump right,2,tp
wing media,2,tp
blame trump,2,tp
cnn msnbc,2,tp
msnbc left,2,tp
ccp propaganda,2,tp
list_or_enumeration long,2,tp
maybe take,2,tp
take them,2,tp
them all,2,tp
all away,2,tp
more laws,2,tp
control some,2,tp
some kind,2,tp
too many,2,tp
many kids,2,tp
die every,2,tp
victims gun,2,tp
about what,2,tp
argues gun,2,tp
support gun,2,tp
over child,2,tp
safety framing,2,tp
framing anti,2,tp
fucking first,2,tp
first rights,2,tp
fucking history,2,tp
history book,2,tp
put down,2,tp
down games,2,tp
games pick,2,tp
pick up,2,tp
gender rights,2,tp
rights black,2,tp
historical_analogy_reference historical,2,tp
historical reference,2,tp
400 years,2,tp
rights deprivation,2,tp
rights framed,2,tp
taken away,2,tp
rights aren,2,tp
rights taken,2,tp
demonstrate your,2,tp
rebuke you,2,tp
black woman,2,tp
woman mentions,2,tp
religious conservatives,2,tp
clause used,2,tp
used argumentative,2,tp
all careful,2,tp
community safety,2,tp
framed threatened,2,tp
klan klan,2,tp
policy_prescription_present prescribes,2,tp
out alone,2,tp
careful vigilant,2,tp
let keep,2,tp
keep teach,2,tp
criticized_actor_type white,2,tp
klan radical,2,tp
left mob,2,tp
any lengths,2,tp
lengths necessary,2,tp
necessary force,2,tp
profanity_or_taboo_language taboo,2,tp
child gun,2,tp
motivate public,2,tp
force their,2,tp
their gop,2,tp
senators join,2,tp
join democrats,2,tp
democrats gun,2,tp
gop gun,2,tp
question about,2,tp
pedos traffickers,2,tp
magagop noncritical,2,tp
abortion race,2,tp
women woke,2,tp
elections partisan,2,tp
thieves traitors,2,tp
traitors rapists,2,tp
political actors,2,tp
anti gop,2,tp
gop right,2,tp
associated groups,2,tp
political figure,2,tp
direct insult,2,tp
followers imbeciles,2,tp
specific_event_or_bill_reference reference,2,tp
shot dead,2,tp
dead college,2,tp
college campus,2,tp
famous saying,2,tp
few school,2,tp
shootings every,2,tp
year worth,2,tp
worth having,2,tp
having gun,2,tp
followers charlie,2,tp
shifts target,2,tp
bernie sanders,2,tp
constitutional interpretation,2,tp
specific_event_or_bill_reference second,2,tp
law law,2,tp
law such,2,tp
about constitutional,2,tp
can possibly,2,tp
possibly mean,2,tp
crystal clear,2,tp
christ sake,2,tp
amendment nra,2,tp
amendment reference,2,tp
became acceptable,2,tp
acceptable price,2,tp
price pay,2,tp
child should,2,tp
should ever,2,tp
ever have,2,tp
have witness,2,tp
witness killings,2,tp
terrorist organization,2,tp
nra became,2,tp
gop nra,2,tp
critique anti,2,tp
planned parenthood,2,tp
laws after,2,tp
after school,2,tp
geographic_scope us_state,2,tp
minnesota just,2,tp
just passed,2,tp
specific_event_or_bill_reference red,2,tp
can define,2,tp
define what,2,tp
what woman,2,tp
priorities priorities,2,tp
priorities guess,2,tp
yeah nudifying,2,tp
law least,2,tp
mocks perceived,2,tp
policy priorities,2,tp
amendment second,2,tp
black people,2,tp
rights anti,2,tp
rights framing,2,tp
who think,2,tp
victimhood_or_persecution_framing law,2,tp
gun owners,2,tp
regular americans,2,tp
thing will,2,tp
will done,2,tp
gadsden flag,2,tp
those lazy,2,tp
reproductive rights,2,tp
pro choice,2,tp
change global,2,tp
warming global,2,tp
about global,2,tp
don want,2,tp
want alive,2,tp
fucking hate,2,tp
alarmists doing,2,tp
doing our,2,tp
our kids,2,tp
fourteen young,2,tp
young women,2,tp
women being,2,tp
being gunned,2,tp
gunned down,2,tp
high capacity,2,tp
capacity rifles,2,tp
ice air,2,tp
air operations,2,tp
factual assertion,2,tp
assertion about,2,tp
framing mirror,2,tp
illegal crossings,2,tp
open border,2,tp
border policies,2,tp
emphatic_outrage strong,2,tp
sensible gun,2,tp
if we,2,tp
more guns,2,tp
always uses,2,tp
left gun,2,tp
nra ice,2,tp
gun fetishists,2,tp
where hell,2,tp
capitalized emphasis,2,tp
why aren,2,tp
aren they,2,tp
they defending,2,tp
nra aligned,2,tp
advocates nra,2,tp
defund police,2,tp
violence actual,2,tp
high_punctuation_intensity multiple,2,tp
multiple exclamation,2,tp
genuinely genuinely,2,tp
ridicule_or_mockery mockery,2,tp
still can,2,tp
can hit,2,tp
rights above,2,tp
profiteers exploiting,2,tp
alarmists green,2,tp
amendment gun,2,tp
do anything,2,tp
ridicule_or_mockery insulting,2,tp
common sense,2,tp
fuck these,2,tp
maga assholes,2,tp
speaking up,2,tp
trump supporters,2,tp
anti maga,2,tp
look guys,2,tp
strong moral,2,tp
destroying our,2,tp
left agenda,2,tp
american people,2,tp
people about,2,tp
about covid,2,tp
trump admitting,2,tp
admitting bob,2,tp
bob woodward,2,tp
trump trump,2,tp
trump biden,2,tp
biden fauci,2,tp
demand stop,2,tp
stop forcing,2,tp
kids go,2,tp
go school,2,tp
strip away,2,tp
away constitutional,2,tp
shoot them,2,tp
bro wtf,2,tp
informal slang,2,tp
social media,2,tp
my dms,2,tp
quoted statement,2,tp
interlocutor what,2,tp
what do,2,tp
do you,2,tp
you mean,2,tp
use one,2,tp
one yourself,2,tp
fuckface maga,2,tp
item list,2,tp
maga right,2,tp
mirror retargets,2,tp
left_right_directional_cue original,2,tp
contains anti,2,tp
cue mirror,2,tp
public safety,2,tp
every child,2,tp
jfk assassinated,2,tp
normative_moral_language frames,2,tp
frames gun,2,tp
we certainly,2,tp
certainly don,2,tp
don need,2,tp
want simple,2,tp
why trump,2,tp
trump wouldn,2,tp
criticized_actor_type politician,2,tp
criticizes democrats,2,tp
sad scary,2,tp
burning fossil,2,tp
fuels warming,2,tp
warming planet,2,tp
dark money,2,tp
criticizes climate,2,tp
guns killer,2,tp
killer children,2,tp
scope us,2,tp
states factual,2,tp
about child,2,tp
why would,2,tp
would anyone,2,tp
opponents gun,2,tp
rhetorical_question question,2,tp
part policy,2,tp
control mirror,2,tp
leftist policies,2,tp
gender ideology,2,tp
democratic laws,2,tp
aca protection,2,tp
protection same,2,tp
same sex,2,tp
sex interracial,2,tp
interracial marriages,2,tp
marriages fmla,2,tp
policy achievements,2,tp
aca fmla,2,tp
equal pay,2,tp
pay red,2,tp
anti dem,2,tp
want know,2,tp
know how,2,tp
how we,2,tp
we got,2,tp
got where,2,tp
where we,2,tp
rhetorical_question opening,2,tp
defends democrats,2,tp
republicans republicans,2,tp
shitty locations,2,tp
locations existence,2,tp
slang mirrored,2,tp
international comparison,2,tp
australians americans,2,tp
monarchy colonization,2,tp
colonization australians,2,tp
who still,2,tp
still believe,2,tp
believe king,2,tp
australians white,2,tp
criticizes australians,2,tp
el paso,2,tp
vegas buffalo,2,tp
safety education,2,tp
education laws,2,tp
laws programs,2,tp
ballroom money,2,tp
list_or_enumeration lists,2,tp
contrast introduced,2,tp
introduced but,2,tp
but unfortunately,2,tp
republicans will,2,tp
will support,2,tp
republicans mirror,2,tp
family fun,2,tp
because conservatives,2,tp
conservatives really,2,tp
really have,2,tp
mocks right,2,tp
wing open,2,tp
wing conservatives,2,tp
anti right,2,tp
gun ownership,2,tp
before too,2,tp
too late,2,tp
gun keep,2,tp
keep you,2,tp
all times,2,tp
times regularly,2,tp
regularly train,2,tp
train open,2,tp
right now,2,tp
visibly armed,2,tp
only serves,2,tp
serves those,2,tp
those search,2,tp
search their,2,tp
their virgins,2,tp
reciprocity elimination,2,tp
deregulated guns,2,tp
list_or_enumeration two,2,tp
graham platner,2,tp
assault weapon,2,tp
lives will,2,tp
will saved,2,tp
irredeemably soulless,2,tp
soulless ghoul,2,tp
can have,2,tp
gun confiscation,2,tp
style ppl,2,tp
bcz wait,2,tp
rights hypocrisy,2,tp
named_proper_nouns_density references,2,tp
references nra,2,tp
guns kill,2,tp
want safe,2,tp
rights advocates,2,tp
targets nra,2,tp
armed security,2,tp
multiple proper,2,tp
judge positions,2,tp
republicans have,2,tp
have appointed,2,tp
appointed judges,2,tp
federalist judges,2,tp
trump fraud,2,tp
fraud lax,2,tp
lax gun,2,tp
laws loss,2,tp
judicial outcomes,2,tp
criticized_actor_type republican,2,tp
judges republicans,2,tp
normalized gun,2,tp
minimum dozen,2,tp
dozen people,2,tp
killed news,2,tp
normative_moral_language explicit,2,tp
ass damn,2,tp
emphasis never,2,tp
informal insult,2,tp
reform background,2,tp
background check,2,tp
all might,2,tp
might do,2,tp
hedging_or_qualification uses,2,tp
uses might,2,tp
might qualify,2,tp
why so,2,tp
nra republicans,2,tp
republicans nra,2,tp
obstinacy cult,2,tp
behavior worse,2,tp
democrats soros,2,tp
soros democrat,2,tp
democrat world,2,tp
influence over,2,tp
culture_war_topic_salience gun,2,tp
left obsession,2,tp
obsession stripping,2,tp
stripping law,2,tp
gun culture,2,tp
anti republican,2,tp
left mirror,2,tp
vulgar insult,2,tp
eat flaming,2,tp
flaming dumpster,2,tp
dumpster shit,2,tp
control school,2,tp
policy_prescription_present calls,2,tp
calls gun,2,tp
younger politicians,2,tp
people using,2,tp
dana loesch,2,tp
amendment bullshit,2,tp
firearm access,2,tp
venting_or_expressive dismissive,2,tp
government overreach,2,tp
you should,2,tp
you you,2,tp
rights peoples,2,tp
will come,2,tp
come true,2,tp
conspiratorial_framing mirror,2,tp
criticizing gun,2,tp
control crowd,2,tp
carry stand,2,tp
nra influence,2,tp
they gutted,2,tp
policy actions,2,tp
labels embedded,2,tp
150million never,2,tp
vote midterms,2,tp
abortion gerrymandering,2,tp
culture_war_topic_salience guns,2,tp
guns abortion,2,tp
borders policing,2,tp
anti choice,2,tp
choice laws,2,tp
nonvoters they,2,tp
they deserve,2,tp
deserve insulted,2,tp
held accountable,2,tp
issue framing,2,tp
blame over,2,tp
kill women,2,tp
kills democracy,2,tp
lobby has,2,tp
instead gun,2,tp
rights carry,2,tp
carry than,2,tp
than public,2,tp
public law,2,tp
make madness,2,tp
madness stop,2,tp
left criminals,2,tp
mirror gun,2,tp
ban worked,2,tp
asserts ongoing,2,tp
gop opposition,2,tp
law working,2,tp
gop working,2,tp
working very,2,tp
very hard,2,tp
hard against,2,tp
against such,2,tp
such law,2,tp
gutted their,2,tp
their citizens,2,tp
citizens rights,2,tp
rights permanently,2,tp
fine but,2,tp
but why,2,tp
why past,2,tp
ban critique,2,tp
self righteous,2,tp
righteous hubristic,2,tp
survival life,2,tp
life earth,2,tp
thumping creationists,2,tp
threat usa,2,tp
marxist materialists,2,tp
fuck hot,2,tp
blame nazi,2,tp
wing rhetoric,2,tp
progressive policy,2,tp
policy blame,2,tp
because shifts,2,tp
actual cause,2,tp
running defense,2,tp
rather than,2,tp
mirror_shift_direction anti,2,tp
ppl should,2,tp
ai shit,2,tp
greatest long,2,tp
long term,2,tp
term threat,2,tp
which why,2,tp
hoax designed,2,tp
designed control,2,tp
control our,2,tp
our economy,2,tp
infrastructure party,2,tp
persuasion_or_argumentation uses,2,tp
your bs,2,tp
bs transparent,2,tp
constantly rolling,2,tp
rolling back,2,tp
back regulations,2,tp
fuck all,2,tp
all way,2,tp
way off,2,tp
republicans original,2,tp
anti democrat,2,tp
boebert gop,2,tp
assembly baisley,2,tp
abortion gender,2,tp
studies gun,2,tp
national abortion,2,tp
abortion ban,2,tp
abortion attacking,2,tp
studies overturning,2,tp
overturning commonsense,2,tp
commonsense gun,2,tp
creating national,2,tp
went push,2,tp
corporate dems,2,tp
derogatory political,2,tp
maga republicans,2,tp
trumplicans republicans,2,tp
radical leftists,2,tp
mirror_shift_direction blaming,2,tp
gun bans,2,tp
you caused,2,tp
ban advocates,2,tp
blaming gun,2,tp
dogs can,2,tp
can use,2,tp
war civilians,2,tp
time stop,2,tp
stop pretending,2,tp
multiple political,1,tp
political geographic,1,tp
geographic proper,1,tp
nouns nra,1,tp
nra americans,1,tp
americans usa,1,tp
usa nra,1,tp
line usa,1,tp
informal dialectal,1,tp
dialectal phrasing,1,tp
phrasing why,1,tp
gun reforms,1,tp
policy_prescription_present gun,1,tp
rights justified,1,tp
justified enabling,1,tp
enabling resistance,1,tp
resistance tyranny,1,tp
tyranny so,1,tp
if need,1,tp
need americans,1,tp
americans can,1,tp
can overthrow,1,tp
normative_moral_language government,1,tp
government characterized,1,tp
characterized tyrannical,1,tp
tyrannical overthrow,1,tp
rhetorical_challenge challenges,1,tp
challenges audience,1,tp
audience act,1,tp
act stated,1,tp
stated gun,1,tp
rights rationale,1,tp
rationale so,1,tp
mocks americans,1,tp
americans acting,1,tp
acting pro,1,tp
gun rhetoric,1,tp
rhetoric so,1,tp
criticized_actor_type advocacy,1,tp
advocacy organization,1,tp
organization pro,1,tp
gun movement,1,tp
movement nra,1,tp
gun nra,1,tp
nra position,1,tp
criticizing nra,1,tp
nra pro,1,tp
gun rationale,1,tp
rationale criticizing,1,tp
criticizing right,1,tp
right arming,1,tp
arming domestic,1,tp
domestic terrorists,1,tp
terrorists via,1,tp
via gun,1,tp
law framing,1,tp
framing gun,1,tp
line gun,1,tp
reform advocates,1,tp
advocates line,1,tp
challenging addressee,1,tp
addressee so,1,tp
yanks you,1,tp
yanks needed,1,tp
needed those,1,tp
those guns,1,tp
named_proper_nouns_density several,1,tp
several proper,1,tp
nouns trumpist,1,tp
trumpist australia,1,tp
informal_register_or_slang derisive,1,tp
derisive wordplay,1,tp
wordplay slang,1,tp
slang fossil,1,tp
policy renewable,1,tp
international australia,1,tp
causal_claim_present renewable,1,tp
success causes,1,tp
causes right,1,tp
tanks push,1,tp
push trumpist,1,tp
platform success,1,tp
success renewable,1,tp
storage why,1,tp
negative framing,1,tp
framing political,1,tp
political platform,1,tp
platform forced,1,tp
forced onto,1,tp
onto countries,1,tp
countries force,1,tp
force trumpist,1,tp
platform onto,1,tp
onto australia,1,tp
argument explaining,1,tp
explaining opposition,1,tp
opposition renewable,1,tp
success threat,1,tp
threat good,1,tp
good example,1,tp
mocks fossil,1,tp
fuel aligned,1,tp
aligned institutions,1,tp
institutions fossil,1,tp
institutes right,1,tp
trumpist actors,1,tp
actors right,1,tp
blame fossil,1,tp
fossil funded,1,tp
actors globalist,1,tp
actors fossil,1,tp
wing globalist,1,tp
causal_explanatory_sentence_structure explanatory,1,tp
explanatory why,1,tp
why construction,1,tp
construction think,1,tp
think success,1,tp
success why,1,tp
profanity hell,1,tp
hell short,1,tp
colloquial derogatory,1,tp
derogatory phrasing,1,tp
phrasing non,1,tp
policy open,1,tp
state level,1,tp
level scope,1,tp
scope most,1,tp
most states,1,tp
states they,1,tp
they operate,1,tp
causal_claim_present publicizing,1,tp
publicizing open,1,tp
carry caused,1,tp
caused customers,1,tp
customers alarmed,1,tp
alarmed customers,1,tp
customers got,1,tp
got spooked,1,tp
asserts distinction,1,tp
distinction between,1,tp
between state,1,tp
law company,1,tp
company choice,1,tp
choice state,1,tp
law publix,1,tp
expresses frustration,1,tp
frustration publix,1,tp
publix handling,1,tp
handling open,1,tp
carry short,1,tp
mocks open,1,tp
gun enthusiast,1,tp
enthusiast customers,1,tp
customers gun,1,tp
criticized_actor_type corporation,1,tp
corporation business,1,tp
business management,1,tp
management publix,1,tp
criticizing promotion,1,tp
promotion open,1,tp
carry criticizing,1,tp
criticizing banning,1,tp
banning open,1,tp
carry under,1,tp
under woke,1,tp
woke anti,1,tp
2a pressure,1,tp
pressure open,1,tp
policy non,1,tp
customers cave,1,tp
cave ban,1,tp
ban open,1,tp
carry anti,1,tp
2a crowd,1,tp
conditional_if_then_structure conditional,1,tp
conditional reasoning,1,tp
reasoning about,1,tp
about how,1,tp
how people,1,tp
people would,1,tp
would react,1,tp
react if,1,tp
if they,1,tp
they just,1,tp
just quietly,1,tp
quietly allowed,1,tp
allowed folks,1,tp
folks would,1,tp
would chalk,1,tp
chalk up,1,tp
all_caps_emphasis frequent,1,tp
frequent all,1,tp
emphasis total,1,tp
sad american,1,tp
greatness maga,1,tp
high_punctuation_intensity many,1,tp
many exclamation,1,tp
marks total,1,tp
sad disaster,1,tp
named_proper_nouns_density political,1,tp
political proper,1,tp
proper names,1,tp
names slogans,1,tp
slogans trump,1,tp
trump green,1,tp
international maga,1,tp
policy wind,1,tp
wind farm,1,tp
farm coal,1,tp
coal green,1,tp
energy framed,1,tp
framed through,1,tp
through partisan,1,tp
war slogans,1,tp
slogans green,1,tp
causal_claim_present coal,1,tp
coal revival,1,tp
revival linked,1,tp
linked job,1,tp
job revival,1,tp
revival bringing,1,tp
strong negative,1,tp
evaluation green,1,tp
sarcasm_or_irony parodic,1,tp
parodic trump,1,tp
trump like,1,tp
like self,1,tp
self contradictory,1,tp
contradictory comparison,1,tp
comparison my,1,tp
turbines trump,1,tp
international classy,1,tp
emphatic outrage,1,tp
outrage about,1,tp
