term,count,bucket
someone,6,fp
instruments,6,fp
duty,6,fp
punishment,6,fp
punitive,6,fp
cult,6,fp
plague,6,fp
survivors,6,fp
1968,6,fp
banning,6,fp
racism,6,fp
advisors,6,fp
other,6,fp
corrupt,6,fp
history,6,fp
racist,6,fp
obama,6,fp
average,5,fp
stricter,5,fp
broad,5,fp
elite,5,fp
way,5,fp
oligarchs,5,fp
regulations,5,fp
context,5,fp
consequences,5,fp
speaker,5,fp
now,5,fp
caused,5,fp
rhetoric,5,fp
save,5,fp
causal,5,fp
pattern,5,fp
fracking,5,fp
garbage,5,fp
profits,5,fp
back,5,fp
disarmament,5,fp
prioritizing,5,fp
statement,5,fp
categories,5,fp
convicted,5,fp
names,5,fp
killers,5,fp
invokes,5,fp
evaluation,5,fp
woman,5,fp
lose,5,fp
allow,5,fp
own,5,fp
killing,5,fp
look,5,fp
dan,5,fp
apparently,5,fp
jewish,5,fp
religious,5,fp
effectiveness,5,fp
welcome,5,fp
re,5,fp
groups,5,fp
ironic,5,fp
believe,5,fp
price,5,fp
denying,5,fp
viewers,5,fp
isn,5,fp
ignorant,5,fp
cnn,5,fp
birth,5,fp
unborn,5,fp
without,5,fp
abbreviations,5,fp
clause,5,fp
condition,5,fp
claimed,5,fp
cost,5,fp
europe,5,fp
very,5,fp
outcomes,5,fp
pedos,5,fp
involving,5,fp
contrasts,5,fp
searches,5,fp
analogy,5,fp
shot,5,fp
concealed,5,fp
cops,5,fp
harassment,5,fp
before,5,fp
demands,5,fp
single,5,fp
instead,5,fp
said,5,fp
policing,5,fp
did,5,fp
had,5,fp
interlocutor,5,fp
resort,5,fp
opponent,5,fp
actually,5,fp
strictest,5,fp
emotional,5,fp
immigrants,5,fp
counterfactual,5,fp
soldier,5,fp
soros,5,fp
blames,5,fp
hoaxes,5,fp
gotsa,5,fp
martyr,5,fp
maybe,5,fp
well,5,fp
speedrun,5,fp
order,5,fp
sworn,5,fp
return,5,fp
fire,5,fp
court,5,fp
spreading,5,fp
enough,5,fp
remember,5,fp
eligibility,5,fp
buy,5,fp
same,5,fp
democracies,5,fp
oh,5,fp
parkland,5,fp
framework,5,fp
un,5,fp
here,5,fp
evangelicals,5,fp
russian,5,fp
nations,5,fp
misogynist,5,fp
wisconsinite,4,fp
important,4,fp
competence,4,fp
conclusion,4,fp
fantasy,4,fp
internet,4,fp
committee,4,fp
useless,4,fp
dismisses,4,fp
contrasted,4,fp
expression,4,fp
these,4,fp
stronger,4,fp
presents,4,fp
comparative,4,fp
even,4,fp
renewables,4,fp
electric,4,fp
preferred,4,fp
choices,4,fp
source,4,fp
pushing,4,fp
such,4,fp
blaming,4,fp
tennessee,4,fp
including,4,fp
felons,4,fp
planning,4,fp
mandates,4,fp
bureaucrats,4,fp
opposition,4,fp
elections,4,fp
minnesota,4,fp
actions,4,fp
explanation,4,fp
losses,4,fp
help,4,fp
item,4,fp
civilian,4,fp
hypocrisy,4,fp
several,4,fp
examples,4,fp
silence,4,fp
explains,4,fp
church,4,fp
asserted,4,fp
victim,4,fp
cue,4,fp
put,4,fp
hands,4,fp
parents,4,fp
reader,4,fp
part,4,fp
hogg,4,fp
however,4,fp
ineffective,4,fp
place,4,fp
called,4,fp
innocent,4,fp
tradeoff,4,fp
abuse,4,fp
outraged,4,fp
minority,4,fp
future,4,fp
label,4,fp
disagreement,4,fp
members,4,fp
destroy,4,fp
until,4,fp
warning,4,fp
slogan,4,fp
fentanyl,4,fp
much,4,fp
three,4,fp
may,4,fp
anger,4,fp
causes,4,fp
domestic,4,fp
small,4,fp
canadian,4,fp
vegas,4,fp
where,4,fp
owners,4,fp
discourse,4,fp
exploiting,4,fp
periods,4,fp
nonsense,4,fp
followed,4,fp
credibility,4,fp
weather,4,fp
ni,4,fp
temperatures,4,fp
worried,4,fp
two,4,fp
option,4,fp
fact,4,fp
case,4,fp
command,4,fp
loses,4,fp
leave,4,fp
enumerated,4,fp
outcome,4,fp
shorthand,4,fp
taboo,4,fp
fourth,4,fp
violating,4,fp
imaginary,4,fp
defense,4,fp
2012,4,fp
msnbc,4,fp
punctuation,4,fp
proposed,4,fp
asshole,4,fp
survive,4,fp
behavior,4,fp
doing,4,fp
inequality,4,fp
billionaire,4,fp
grifters,4,fp
teachers,4,fp
cared,4,fp
fund,4,fp
anyone,4,fp
threatened,4,fp
figures,4,fp
failed,4,fp
changes,4,fp
sandy,4,fp
hook,4,fp
car,4,fp
derisive,4,fp
themselves,4,fp
bloomberg,4,fp
advocate,4,fp
does,4,fp
positions,4,fp
attacks,4,fp
damn,4,fp
across,4,fp
emissions,4,fp
accepting,4,fp
18th,4,fp
regression,4,fp
training,4,fp
never,4,fp
dei,4,fp
mind,4,fp
polling,4,fp
places,4,fp
phrase,4,fp
charlie,4,fp
movement,4,fp
touch,4,fp
initial,4,fp
ammunition,4,fp
shut,4,fp
shows,4,fp
enforce,4,fp
shooters,4,fp
chasing,4,fp
warrantless,4,fp
machine,4,fp
responsible,4,fp
assertions,4,fp
profiteers,4,fp
models,4,fp
bought,4,fp
serious,4,fp
cronies,4,fp
confiscation,4,fp
lgbtq,4,fp
oathbreakers,4,fp
lobbyists,4,fp
swalwell,4,fp
riddance,4,fp
stand,4,fp
ground,4,fp
unions,4,fp
sad,4,fp
grip,4,fp
liars,4,fp
ass,4,fp
slaughtered,4,fp
conspiracies,4,fp
truth,4,fp
agreements,4,fp
jcpoa,4,fp
understood,3,fp
everyone,3,fp
mean,3,fp
reality,3,fp
depopulate,3,fp
hidden,3,fp
harmful,3,fp
class,3,fp
motives,3,fp
better,3,fp
answer,3,fp
ikr,3,fp
intensifier,3,fp
fuckin,3,fp
sick,3,fp
nothing,3,fp
reactions,3,fp
millions,3,fp
suffer,3,fp
call,3,fp
reverses,3,fp
cars,3,fp
endorses,3,fp
complaint,3,fp
promoting,3,fp
sales,3,fp
salient,3,fp
bring,3,fp
dueling,3,fp
violent,3,fp
blood,3,fp
level,3,fp
disarming,3,fp
insane,3,fp
job,3,fp
kill,3,fp
jobs,3,fp
institutional,3,fp
annunciation,3,fp
casualties,3,fp
assad,3,fp
something,3,fp
exploit,3,fp
really,3,fp
example,3,fp
cuz,3,fp
ordinary,3,fp
controlled,3,fp
renewable,3,fp
institutions,3,fp
qualification,3,fp
ve,3,fp
yet,3,fp
commentator,3,fp
targeted,3,fp
organized,3,fp
female,3,fp
feelings,3,fp
online,3,fp
appear,3,fp
sb,3,fp
1424,3,fp
safe,3,fp
parental,3,fp
accuses,3,fp
anymore,3,fp
affect,3,fp
implies,3,fp
protest,3,fp
brown,3,fp
portrays,3,fp
listed,3,fp
identities,3,fp
bs,3,fp
pretend,3,fp
different,3,fp
explain,3,fp
request,3,fp
terms,3,fp
please,3,fp
attributed,3,fp
temperature,3,fp
relatives,3,fp
derides,3,fp
flooding,3,fp
streets,3,fp
inconsistency,3,fp
rejection,3,fp
bullet,3,fp
world,3,fp
result,3,fp
letting,3,fp
extremely,3,fp
block,3,fp
awareness,3,fp
difference,3,fp
outsider,3,fp
loss,3,fp
point,3,fp
idea,3,fp
word,3,fp
driving,3,fp
working,3,fp
plus,3,fp
suggests,3,fp
pushed,3,fp
frightened,3,fp
scientific,3,fp
hysteria,3,fp
construction,3,fp
nickname,3,fp
farmland,3,fp
data,3,fp
progress,3,fp
parks,3,fp
drilling,3,fp
appeal,3,fp
away,3,fp
recent,3,fp
terrorist,3,fp
turns,3,fp
presented,3,fp
report,3,fp
transgender,3,fp
sympathetic,3,fp
doubt,3,fp
am,3,fp
sure,3,fp
tell,3,fp
idiom,3,fp
since,3,fp
temporal,3,fp
exemptions,3,fp
influence,3,fp
linked,3,fp
attack,3,fp
rather,3,fp
responses,3,fp
made,3,fp
everybody,3,fp
swamp,3,fp
annihilator,3,fp
experience,3,fp
dangerous,3,fp
present,3,fp
extremists,3,fp
freaking,3,fp
situation,3,fp
bezos,3,fp
known,3,fp
my,3,fp
questions,3,fp
idiot,3,fp
lowest,3,fp
loose,3,fp
insults,3,fp
claiming,3,fp
ridiculous,3,fp
harmed,3,fp
society,3,fp
soft,3,fp
failure,3,fp
reminder,3,fp
regan,3,fp
leaders,3,fp
profane,3,fp
purpose,3,fp
risk,3,fp
proposals,3,fp
tax,3,fp
spelling,3,fp
authoritarianism,3,fp
warns,3,fp
danger,3,fp
also,3,fp
metaphor,3,fp
professed,3,fp
capitalized,3,fp
traitors,3,fp
benefits,3,fp
teamers,3,fp
ain,3,fp
effects,3,fp
individuals,3,fp
portrayed,3,fp
george,3,fp
35,3,fp
private,3,fp
understand,3,fp
god,3,fp
heatwave,3,fp
today,3,fp
critiques,3,fp
waiting,3,fp
entire,3,fp
core,3,fp
scotus,3,fp
pentagon,3,fp
46,3,fp
47,3,fp
militias,3,fp
guarding,3,fp
actual,3,fp
sanctuary,3,fp
incompetence,3,fp
general,3,fp
given,3,fp
agency,3,fp
yourself,3,fp
inappropriate,3,fp
execute,3,fp
avoiding,3,fp
start,3,fp
totting,3,fp
owning,3,fp
knock,3,fp
afraid,3,fp
admit,3,fp
enforcing,3,fp
singing,3,fp
tune,3,fp
kidnapping,3,fp
create,3,fp
doomsday,3,fp
shd,3,fp
kid,3,fp
rational,3,fp
memo,3,fp
fuck,3,fp
incompetent,3,fp
unspecified,3,fp
heavy,3,fp
stalin,3,fp
hitler,3,fp
mussolini,3,fp
putin,3,fp
dictator,3,fp
wannabe,3,fp
jail,3,fp
wildfire,3,fp
plane,3,fp
while,3,fp
stay,3,fp
absolute,3,fp
intelligent,3,fp
dipshit,3,fp
loser,3,fp
offices,3,fp
harsh,3,fp
face,3,fp
corporate,3,fp
hashtag_or_mention_pattern,3,fp
hashtag,3,fp
expell,3,fp
him,3,fp
penny,3,fp
etc,3,fp
infringing,3,fp
dumb,3,fp
killer,3,fp
idiots,3,fp
men,3,fp
academics,3,fp
worst,3,fp
semi,3,fp
urban,3,fp
outsiders,3,fp
pensions,3,fp
functioning,3,fp
purchased,3,fp
psychopaths,3,fp
aren,3,fp
enthusiasts,3,fp
grabbers,3,fp
peep,3,fp
mainstream,3,fp
mr,3,fp
gore,3,fp
announcement,3,fp
ipcc,3,fp
truck,3,fp
xenophobic,3,fp
racists,3,fp
hate,3,fp
rules,3,fp
requirements,3,fp
2016,3,fp
fifafans,3,fp
lazy,3,fp
conspiracy,3,fp
trolls,3,fp
democracy,3,fp
flat,3,fp
qanan,3,fp
pizza,3,fp
gate,3,fp
paris,3,fp
foreign,3,fp
iran,3,fp
migrant,3,fp
tony,3,fp
shmuck,3,fp
opposes,2,fp
defenders,2,fp
ellipses,2,fp
explicitly,2,fp
speculative,2,fp
theory,2,fp
resources,2,fp
middle,2,fp
fix,2,fp
imply,2,fp
institution,2,fp
positive,2,fp
alternative,2,fp
disgust,2,fp
morally,2,fp
bastards,2,fp
happen,2,fp
regulatory,2,fp
suffering,2,fp
rise,2,fp
associates,2,fp
overwhelming,2,fp
jurisdictions,2,fp
restrictions,2,fp
sequence,2,fp
beginning,2,fp
emojis,2,fp
turbine,2,fp
gas,2,fp
transition,2,fp
could,2,fp
disfavored,2,fp
unfortunately,2,fp
hyperbolic,2,fp
disarmed,2,fp
graphic,2,fp
text,2,fp
discusses,2,fp
higher,2,fp
priority,2,fp
felon,2,fp
affected,2,fp
scrapped,2,fp
gutted,2,fp
vital,2,fp
impacts,2,fp
economy,2,fp
burden,2,fp
meaningful,2,fp
effective,2,fp
controversy,2,fp
biological,2,fp
endorse,2,fp
palestinian,2,fp
goals,2,fp
total,2,fp
contraction,2,fp
sea,2,fp
profit,2,fp
elitists,2,fp
maximize,2,fp
enslave,2,fp
subsidies,2,fp
land,2,fp
intercommunity,2,fp
via,2,fp
unity,2,fp
stated,2,fp
achievements,2,fp
supporter,2,fp
black,2,fp
longer,2,fp
recognition,2,fp
valuing,2,fp
influenced,2,fp
storage,2,fp
indoctrination,2,fp
indoctrinated,2,fp
pawns,2,fp
tried,2,fp
referenced,2,fp
ignorance,2,fp
boebert,2,fp
texico,2,fp
contrastive,2,fp
marker,2,fp
others,2,fp
ellipsis,2,fp
overseas,2,fp
low,2,fp
correct,2,fp
inevitable,2,fp
application,2,fp
pay,2,fp
economics,2,fp
mild,2,fp
research,2,fp
views,2,fp
sky,2,fp
scientists,2,fp
criticized,2,fp
simple,2,fp
noun,2,fp
reasoning,2,fp
audience,2,fp
within,2,fp
destroys,2,fp
grandchildren,2,fp
conveniently,2,fp
deny,2,fp
premise,2,fp
challenges,2,fp
sickening,2,fp
disgusting,2,fp
owner,2,fp
position,2,fp
couldn,2,fp
arsed,2,fp
taking,2,fp
severe,2,fp
stupidest,2,fp
horrifically,2,fp
inaction,2,fp
pgm,2,fp
choice,2,fp
hardworking,2,fp
normalization,2,fp
filthy,2,fp
gave,2,fp
opens,2,fp
double,2,fp
unnamed,2,fp
costs,2,fp
families,2,fp
meteorologists,2,fp
saying,2,fp
anomaly,2,fp
extremes,2,fp
expert,2,fp
qualified,2,fp
coming,2,fp
form,2,fp
argumentative,2,fp
comprehend,2,fp
basic,2,fp
unintelligent,2,fp
seem,2,fp
snake,2,fp
salesman,2,fp
system,2,fp
us_state,2,fp
charge,2,fp
vote,2,fp
harms,2,fp
consequence,2,fp
neglected,2,fp
worker,2,fp
accusatory,2,fp
shift,2,fp
liberties,2,fp
nazi,2,fp
deplatforming,2,fp
violation,2,fp
phrases,2,fp
attorney,2,fp
sixteen,2,fp
declared,2,fp
semitic,2,fp
ah,2,fp
bathroom,2,fp
recommendation,2,fp
advice,2,fp
recommend,2,fp
reported,2,fp
least,2,fp
consistent,2,fp
gonna,2,fp
condemnatory,2,fp
her,2,fp
dash,2,fp
folk,2,fp
capitalization,2,fp
specialists,2,fp
ok,2,fp
end,2,fp
responders,2,fp
folks,2,fp
deployment,2,fp
guard,2,fp
troops,2,fp
allows,2,fp
epithet,2,fp
intensifies,2,fp
vigilantes,2,fp
rebuttal,2,fp
debate,2,fp
socializing,2,fp
easy,2,fp
encounter,2,fp
getting,2,fp
aligned,2,fp
2a,2,fp
simping,2,fp
us_vs_them_framing,2,fp
disobedience,2,fp
ofc,2,fp
entities,2,fp
yachts,2,fp
yacht,2,fp
capitalist,2,fp
ghouls,2,fp
excess,2,fp
systemic,2,fp
highest,2,fp
absolutist,2,fp
means,2,fp
anything,2,fp
view,2,fp
come,2,fp
reasons,2,fp
arsenal,2,fp
exhaustion,2,fp
lot,2,fp
clyburn,2,fp
paraphrased,2,fp
compares,2,fp
past,2,fp
events,2,fp
grabs,2,fp
solutions,2,fp
sentence,2,fp
declarative,2,fp
design,2,fp
designed,2,fp
casualty,2,fp
grabbing,2,fp
cuck,2,fp
else,2,fp
telling,2,fp
iraq,2,fp
enabled,2,fp
theres,2,fp
fascism,2,fp
turn,2,fp
lick,2,fp
boot,2,fp
love,2,fp
stripped,2,fp
dear,2,fp
shoulder,2,fp
interests,2,fp
lines,2,fp
day,2,fp
prediction,2,fp
rejects,2,fp
michael,2,fp
billions,2,fp
dismantling,2,fp
tech,2,fp
ballmer,2,fp
000,2,fp
expanded,2,fp
salary,2,fp
headings,2,fp
she,2,fp
john,2,fp
angle,2,fp
jane,2,fp
freedom,2,fp
destruction,2,fp
prioritization,2,fp
morons,2,fp
heat,2,fp
ppl,2,fp
therein,2,fp
lies,2,fp
sports,2,fp
missing,2,fp
harris,2,fp
mandatory,2,fp
measures,2,fp
emotionally,2,fp
victimization,2,fp
ending,2,fp
putting,2,fp
choose,2,fp
instability,2,fp
threats,2,fp
pretense,2,fp
progressives,2,fp
partial,2,fp
aligns,2,fp
passed,2,fp
severely,2,fp
injured,2,fp
presence,2,fp
thuggery,2,fp
deficiencies,2,fp
corporations,2,fp
reaction,2,fp
markers,2,fp
wow,2,fp
shouldn,2,fp
gatekeeping,2,fp
disbelief,2,fp
seriously,2,fp
try,2,fp
bodily,2,fp
conditions,2,fp
regulated,2,fp
militia,2,fp
urges,2,fp
expensive,2,fp
savings,2,fp
redirected,2,fp
executing,2,fp
offenders,2,fp
doctors,2,fp
immediate,2,fp
centuries,2,fp
abused,2,fp
misused,2,fp
migration,2,fp
screening,2,fp
berating,2,fp
remembered,2,fp
old,2,fp
powers,2,fp
under,2,fp
unelected,2,fp
businesses,2,fp
statements,2,fp
mentally,2,fp
defective,2,fp
possible,2,fp
done,2,fp
paperwork,2,fp
doj,2,fp
forbes,2,fp
burning,2,fp
warms,2,fp
keeps,2,fp
dark,2,fp
cowardly,2,fp
less,2,fp
outlets,2,fp
illegality,2,fp
illegally,2,fp
agencies,2,fp
irs,2,fp
epa,2,fp
illegal,2,fp
flaming,2,fp
emergency,2,fp
greenhouse,2,fp
gases,2,fp
populists,2,fp
weird,2,fp
hardware,2,fp
store,2,fp
privilege,2,fp
escape,2,fp
proves,2,fp
uncivilized,2,fp
defending,2,fp
itself,2,fp
damage,2,fp
hope,2,fp
spend,2,fp
salience,2,fp
career,2,fp
bonkers,2,fp
defenseless,2,fp
logic,2,fp
allegedly,2,fp
narratives,2,fp
intellectual,2,fp
manipulation,2,fp
transphobes,2,fp
homophobes,2,fp
line,2,fp
official,2,fp
sanctions,2,fp
prison,2,fp
seizure,2,fp
assets,2,fp
ineligibility,2,fp
abusive,2,fp
trust,2,fp
backed,2,fp
interest,2,fp
oppose,2,fp
rapist,2,fp
resignation,2,fp
expulsion,2,fp
dismissive,2,fp
accused,2,fp
fantasies,2,fp
alarmist,2,fp
abolishing,2,fp
infringement,2,fp
defunding,2,fp
crazy,2,fp
story,2,fp
second_amendment_framing,2,fp
yesterday,2,fp
latest,2,fp
ultra,2,fp
deserve,2,fp
misunderstand,2,fp
systems,2,fp
justice,2,fp
desert,2,fp
eagle,2,fp
auto,2,fp
legitimate,2,fp
outside,2,fp
woods,2,fp
rural,2,fp
robbed,2,fp
great,2,fp
recurring,2,fp
california,2,fp
killed,2,fp
neglect,2,fp
beyond,2,fp
bump,2,fp
magazine,2,fp
attribution,2,fp
patrols,2,fp
ratified,2,fp
preserve,2,fp
read,2,fp
predictions,2,fp
hoaxers,2,fp
wtf,2,fp
off,2,fp
mcdonalds,2,fp
lift,2,fp
kit,2,fp
assimilation,2,fp
hat,2,fp
spew,2,fp
caricature,2,fp
ideologues,2,fp
coded,2,fp
born,2,fp
removing,2,fp
supreme,2,fp
citizenship,2,fp
kirk,2,fp
year,2,fp
prudent,2,fp
reproductive,2,fp
must,2,fp
increase,2,fp
taxes,2,fp
slogans,2,fp
2026,2,fp
defund,2,fp
columbine,2,fp
uvalde,2,fp
compromise,2,fp
moon,2,fp
religion,2,fp
broken,2,fp
soon,2,fp
blowing,2,fp
