term,count,bucket
all about,4,fp
laws ineffective,4,fp
welcome america,4,fp
america unless,4,fp
sarcasm_or_irony ironic,4,fp
list_or_enumeration long,4,fp
second person,4,fp
news viewers,4,fp
criticized_actor_type climate,4,fp
leftist activists,4,fp
list_or_enumeration three,4,fp
mass shootings,4,fp
universal health,4,fp
political proper,4,fp
have we,4,fp
gun owners,4,fp
climate crisis,4,fp
super ni,4,fp
extreme temperatures,4,fp
too stupid,4,fp
ideological outgroup,4,fp
stop voting,4,fp
ohio loses,4,fp
list_or_enumeration enumerated,4,fp
protect pedos,4,fp
child protection,4,fp
they protect,4,fp
fourth amendment,4,fp
all gun,4,fp
every single,4,fp
nra spokesperson,4,fp
christian values,4,fp
another school,4,fp
did survive,4,fp
push gun,4,fp
public education,4,fp
education support,4,fp
support teachers,4,fp
teachers pass,4,fp
pass gun,4,fp
safety laws,4,fp
actually cared,4,fp
party trump,4,fp
brady bill,4,fp
sandy hook,4,fp
all guns,4,fp
factual assertion,4,fp
assertion about,4,fp
energy climate,4,fp
gunmakers nra,4,fp
gun activists,4,fp
18th century,4,fp
gun regulation,4,fp
republican filth,4,fp
woke dei,4,fp
national security,4,fp
polling places,4,fp
good reason,4,fp
tyrannical government,4,fp
maga gotsa,4,fp
gotsa martyr,4,fp
primary_policy_domain immigration,4,fp
why companies,4,fp
companies trying,4,fp
you don,4,fp
don have,4,fp
out touch,4,fp
shut down,4,fp
gun shows,4,fp
mass shooters,4,fp
trump voters,4,fp
don need,4,fp
need plague,4,fp
plague spreading,4,fp
warrantless searches,4,fp
police ice,4,fp
big oil,4,fp
instead ice,4,fp
would you,4,fp
strong moral,4,fp
shifts criticizing,4,fp
gop cronies,4,fp
racism gun,4,fp
government officials,4,fp
good riddance,4,fp
banning assault,4,fp
weapons background,4,fp
geographic_scope united,4,fp
healthcare reform,4,fp
stand your,4,fp
your ground,4,fp
ground laws,4,fp
rights universal,4,fp
healthcare unions,4,fp
unions labor,4,fp
labor laws,4,fp
biden obama,4,fp
deep state,4,fp
evangelicals grip,4,fp
grip power,4,fp
children slaughtered,4,fp
anti first,4,fp
women misogynist,4,fp
quote_or_attribution_embedding quoted,3,fp
depopulate earth,3,fp
argue about,3,fp
criticizes climate,3,fp
oligarchs climate,3,fp
climate activists,3,fp
real gun,3,fp
reform border,3,fp
ridicule_or_mockery dismisses,3,fp
marks emphasis,3,fp
regulation gun,3,fp
control ai,3,fp
party democrat,3,fp
democrat party,3,fp
claims political,3,fp
criticized_actor_type us,3,fp
blame republicans,3,fp
states weak,3,fp
mirror reverses,3,fp
stupid fucking,3,fp
colloquial phrasing,3,fp
mirror uses,3,fp
criticized_actor_type people,3,fp
named_proper_nouns_density contains,3,fp
bring back,3,fp
back dueling,3,fp
venting_or_expressive expressive,3,fp
us state,3,fp
action plans,3,fp
normative_moral_language evaluative,3,fp
about climate,3,fp
argues against,3,fp
annunciation shooting,3,fp
specific_event_or_bill_reference reference,3,fp
mirror invokes,3,fp
strong negative,3,fp
why we,3,fp
mocks party,3,fp
they can,3,fp
historical political,3,fp
left right,3,fp
we people,3,fp
ordinary people,3,fp
criticized_actor_type named,3,fp
media propaganda,3,fp
wing left,3,fp
many people,3,fp
sb 1424,3,fp
1424 christian,3,fp
christian law,3,fp
safety gun,3,fp
doesn care,3,fp
however red,3,fp
policy effectiveness,3,fp
innocent people,3,fp
because they,3,fp
constitutional rights,3,fp
persuasion_or_argumentation argument,3,fp
approximate_token_length_band long,3,fp
unless you,3,fp
you re,3,fp
race gender,3,fp
democrat brown,3,fp
brown woman,3,fp
regime fascist,3,fp
current regime,3,fp
climate energy,3,fp
abbreviation conversational,3,fp
family members,3,fp
ridicule_or_mockery derides,3,fp
factual_assertion_vs_speculation claims,3,fp
deniers climate,3,fp
rates going,3,fp
going down,3,fp
slogan like,3,fp
activists democrat,3,fp
democrat donors,3,fp
then why,3,fp
left anti,3,fp
perceived inconsistency,3,fp
three item,3,fp
human life,3,fp
big fat,3,fp
shifts gun,3,fp
safety mass,3,fp
gop their,3,fp
their voters,3,fp
if being,3,fp
being real,3,fp
guns all,3,fp
victimhood_or_persecution_framing mirror,3,fp
politicians politicians,3,fp
claimed cause,3,fp
your word,3,fp
you climate,3,fp
you you,3,fp
warming super,3,fp
cause effect,3,fp
factual claim,3,fp
then conditional,3,fp
voting republicans,3,fp
farmland data,3,fp
data centers,3,fp
centers solar,3,fp
wind progress,3,fp
progress fossil,3,fp
fuels our,3,fp
our state,3,fp
state parks,3,fp
parks drilling,3,fp
party stop,3,fp
enumerated list,3,fp
politicians party,3,fp
republicans protect,3,fp
pedos children,3,fp
just like,3,fp
like nazis,3,fp
amendment reference,3,fp
violating fourth,3,fp
turns out,3,fp
out imaginary,3,fp
self defense,3,fp
trans people,3,fp
profanity_or_taboo_language profanity,3,fp
question why,3,fp
why democrats,3,fp
democrats giving,3,fp
giving them,3,fp
them exemptions,3,fp
challenge question,3,fp
republicans nra,3,fp
informal conversational,3,fp
guns school,3,fp
school attack,3,fp
list_or_enumeration enumeration,3,fp
asshole republican,3,fp
governor swamp,3,fp
swamp thing,3,fp
family annihilator,3,fp
gun access,3,fp
call_to_action advocates,3,fp
criticized_actor_type individual,3,fp
radical leftists,3,fp
amendment second,3,fp
option our,3,fp
freaking tyrant,3,fp
informal_register_or_slang internet,3,fp
wealth inequality,3,fp
because you,3,fp
if congressional,3,fp
republicans actually,3,fp
cared about,3,fp
about protecting,3,fp
protecting kids,3,fp
fund public,3,fp
have lowest,3,fp
loose gun,3,fp
uses informal,3,fp
politician political,3,fp
criticizes trump,3,fp
radical left,3,fp
political figures,3,fp
soft crime,3,fp
trump used,3,fp
criticized_actor_type politicians,3,fp
culture_war_topic_salience gun,3,fp
rights identity,3,fp
rights minority,3,fp
minority rights,3,fp
call_to_action imperative,3,fp
carbon tax,3,fp
about policy,3,fp
free speech,3,fp
framing mirror,3,fp
criticizes democrats,3,fp
advocacy gun,3,fp
rights supporters,3,fp
george soros,3,fp
healthcare climate,3,fp
claims about,3,fp
god damn,3,fp
carbon emissions,3,fp
rhetorical_question opening,3,fp
opening rhetorical,3,fp
gop gunmakers,3,fp
politicians who,3,fp
women rights,3,fp
waiting periods,3,fp
policy stance,3,fp
long enumeration,3,fp
reform gun,3,fp
dei hoaxes,3,fp
maga mind,3,fp
criticized_actor_type maga,3,fp
maga political,3,fp
46 47,3,fp
47 us,3,fp
armed militias,3,fp
tyrannical fascist,3,fp
isn good,3,fp
criticized_actor_type government,3,fp
maybe he,3,fp
political movement,3,fp
sanctuary city,3,fp
city officials,3,fp
enforcement ice,3,fp
moral evaluation,3,fp
speedrun climate,3,fp
want gun,3,fp
have shoot,3,fp
shoot yourself,3,fp
super out,3,fp
gun bans,3,fp
just execute,3,fp
execute them,3,fp
down gun,3,fp
shows enforce,3,fp
enforce red,3,fp
gun totting,3,fp
totting maga,3,fp
deep background,3,fp
mtg chasing,3,fp
would allow,3,fp
knock warrantless,3,fp
like donald,3,fp
cnn msnbc,3,fp
you singing,3,fp
singing same,3,fp
same tune,3,fp
culture_war_topic_salience immigration,3,fp
ice kidnapping,3,fp
kidnapping people,3,fp
assertions about,3,fp
supporters gun,3,fp
fucking memo,3,fp
stalin hitler,3,fp
hitler mussolini,3,fp
mussolini putin,3,fp
dictator wannabe,3,fp
wannabe trump,3,fp
shoot plane,3,fp
republican voters,3,fp
intelligent enough,3,fp
dipshit loser,3,fp
loser advisors,3,fp
lgbtq issues,3,fp
expell him,3,fp
every penny,3,fp
any effect,3,fp
ice open,3,fp
how common,3,fp
laws infringing,3,fp
dumb shit,3,fp
critique anti,3,fp
states national,3,fp
wing men,3,fp
men left,3,fp
wing academics,3,fp
city people,3,fp
laws pensions,3,fp
other functioning,3,fp
functioning democracies,3,fp
like other,3,fp
politicians purchased,3,fp
purchased psychopaths,3,fp
gun enthusiasts,3,fp
gun grabbers,3,fp
let me,3,fp
government mainstream,3,fp
mainstream media,3,fp
parkland shooting,3,fp
weapons ban,3,fp
state machine,3,fp
mr gore,3,fp
fuel lobbyists,3,fp
get fat,3,fp
buy truck,3,fp
xenophobic racists,3,fp
hate fear,3,fp
out here,3,fp
bernie 2016,3,fp
climate liars,3,fp
government tyranny,3,fp
lazy ass,3,fp
fucking shame,3,fp
media russian,3,fp
russian trolls,3,fp
disinformation conspiracies,3,fp
flat earth,3,fp
earth qanan,3,fp
qanan pizza,3,fp
pizza gate,3,fp
paris agreement,3,fp
nations always,3,fp
always anti,3,fp
anti migrant,3,fp
hunters coastal,2,fp
coastal liberals,2,fp
stupid average,2,fp
rights important,2,fp
policy_prescription_present opposes,2,fp
we would,2,fp
have gun,2,fp
coastal liberal,2,fp
blame pro,2,fp
policy conclusion,2,fp
informal_register_or_slang conversational,2,fp
green agenda,2,fp
international scope,2,fp
frames climate,2,fp
money resources,2,fp
what better,2,fp
better way,2,fp
way fix,2,fp
fix than,2,fp
elites mirror,2,fp
alarmists oligarchs,2,fp
used imply,2,fp
imply answer,2,fp
internet abbreviation,2,fp
need real,2,fp
security gun,2,fp
evaluative language,2,fp
language about,2,fp
congressional committee,2,fp
congressional political,2,fp
political violence,2,fp
violence committee,2,fp
some useless,2,fp
fuckin sick,2,fp
ai regulation,2,fp
ai regulations,2,fp
calls gun,2,fp
mirror calls,2,fp
rich bastards,2,fp
bastards control,2,fp
strong angry,2,fp
wealthy elites,2,fp
criticizes leftists,2,fp
conspiratorial_framing claims,2,fp
out there,2,fp
speaker side,2,fp
insurance rates,2,fp
energy bills,2,fp
why would,2,fp
would they,2,fp
they call,2,fp
call climate,2,fp
us political,2,fp
used challenge,2,fp
national state,2,fp
only america,2,fp
advocates stronger,2,fp
laws save,2,fp
evidence based,2,fp
evidence overwhelming,2,fp
argument gun,2,fp
leftist run,2,fp
run cities,2,fp
gun restrictions,2,fp
sources stupid,2,fp
solar yes,2,fp
yes even,2,fp
even turbine,2,fp
uses all,2,fp
primary_policy_domain energy,2,fp
policy renewables,2,fp
renewables fossil,2,fp
fracking solar,2,fp
energy transition,2,fp
electric cars,2,fp
preferred energy,2,fp
evaluative condemnation,2,fp
disfavored energy,2,fp
wind garbage,2,fp
complaint about,2,fp
people go,2,fp
keep pushing,2,fp
sources solar,2,fp
guns firearms,2,fp
nra firearms,2,fp
around profits,2,fp
accountability bring,2,fp
original text,2,fp
access firearms,2,fp
tennessee republicans,2,fp
policy_prescription_present discusses,2,fp
should have,2,fp
moral criticism,2,fp
prioritizing gun,2,fp
one safety,2,fp
safety higher,2,fp
higher priority,2,fp
priority than,2,fp
than felon,2,fp
felon gun,2,fp
state level,2,fp
party actors,2,fp
democrats disarming,2,fp
disarming law,2,fp
list_or_enumeration lists,2,fp
action planning,2,fp
climate mandates,2,fp
named_proper_nouns_density repeated,2,fp
scrapped gutted,2,fp
radical activists,2,fp
criticizes government,2,fp
pro climate,2,fp
anti climate,2,fp
multiple named,2,fp
political event,2,fp
primary_policy_domain state,2,fp
control bill,2,fp
culture_war_topic_salience mirror,2,fp
biological women,2,fp
war framing,2,fp
negative evaluation,2,fp
can figure,2,fp
figure out,2,fp
out why,2,fp
we lose,2,fp
party political,2,fp
gop mn,2,fp
mn dems,2,fp
civilian casualties,2,fp
gaza assad,2,fp
assad regime,2,fp
their own,2,fp
they don,2,fp
left reactions,2,fp
right total,2,fp
total silence,2,fp
political left,2,fp
wind sea,2,fp
rich elitists,2,fp
maximize their,2,fp
their profits,2,fp
enslave we,2,fp
control land,2,fp
energy billionaires,2,fp
elite_vs_populist_framing elites,2,fp
elites versus,2,fp
blame fossil,2,fp
fuel elites,2,fp
proper names,2,fp
primary_policy_domain mass,2,fp
church shooting,2,fp
shooting red,2,fp
local city,2,fp
stated issue,2,fp
ve yet,2,fp
yet see,2,fp
see dan,2,fp
dan make,2,fp
make statement,2,fp
named individual,2,fp
individual political,2,fp
conservative religious,2,fp
labor climate,2,fp
organized labor,2,fp
political achievements,2,fp
biggest supporter,2,fp
biggest climate,2,fp
policy most,2,fp
most black,2,fp
black female,2,fp
female judges,2,fp
negative judgment,2,fp
judgment about,2,fp
about people,2,fp
can longer,2,fp
longer see,2,fp
see facts,2,fp
mocks opponents,2,fp
wing propaganda,2,fp
propaganda left,2,fp
named_proper_nouns_density specific,2,fp
safety education,2,fp
education gun,2,fp
responsibility gun,2,fp
policy gun,2,fp
safe storage,2,fp
parental rights,2,fp
put responsibility,2,fp
using kids,2,fp
kids pawns,2,fp
action against,2,fp
against opposing,2,fp
republicans want,2,fp
second_person_direct_address addresses,2,fp
addresses reader,2,fp
american life,2,fp
normative_moral_language accuses,2,fp
safety anymore,2,fp
guns red,2,fp
laws red,2,fp
protecting innocent,2,fp
people killers,2,fp
laws because,2,fp
argument about,2,fp
rights tradeoff,2,fp
those who,2,fp
who abuse,2,fp
woman overseas,2,fp
victimhood_or_persecution_framing portrays,2,fp
re democrat,2,fp
normative_moral_language labels,2,fp
emphatic_outrage outraged,2,fp
political side,2,fp
renewable low,2,fp
low carbon,2,fp
about future,2,fp
frames green,2,fp
quoted term,2,fp
profanity_or_taboo_language mild,2,fp
informal abbreviation,2,fp
conservatives want,2,fp
want pretend,2,fp
pretend sky,2,fp
sky green,2,fp
conservatives conservatives,2,fp
conservatives liberals,2,fp
help me,2,fp
me out,2,fp
out how,2,fp
how do,2,fp
do explain,2,fp
proper noun,2,fp
warming isn,2,fp
ignorant family,2,fp
viewers cnn,2,fp
children grandchildren,2,fp
grandchildren will,2,fp
will know,2,fp
hoax so,2,fp
so many,2,fp
people believe,2,fp
left_right_directional_cue mirror,2,fp
fentanyl flooding,2,fp
flooding our,2,fp
our streets,2,fp
abortion fentanyl,2,fp
killing unborn,2,fp
abortion demand,2,fp
culture_war_topic_salience abortion,2,fp
borders rhetoric,2,fp
down then,2,fp
left_right_directional_cue anti,2,fp
anti left,2,fp
question challenges,2,fp
challenges perceived,2,fp
item policy,2,fp
policy list,2,fp
life care,2,fp
about more,2,fp
more than,2,fp
than human,2,fp
economic_cost_benefit_framing money,2,fp
supports sensible,2,fp
party gop,2,fp
gop gun,2,fp
laws democrats,2,fp
gun owner,2,fp
want sensible,2,fp
only criminals,2,fp
criminals have,2,fp
have problem,2,fp
forceful rejection,2,fp
opponents gun,2,fp
couldn arsed,2,fp
normative_moral_language severe,2,fp
stupidest people,2,fp
people world,2,fp
we may,2,fp
may all,2,fp
all suffer,2,fp
suffer horrifically,2,fp
mocks political,2,fp
own party,2,fp
party democrats,2,fp
have gop,2,fp
multiple political,2,fp
care gun,2,fp
international comparison,2,fp
gop rw,2,fp
voters who,2,fp
who block,2,fp
blame gop,2,fp
repeated they,2,fp
informal_register_or_slang emoji,2,fp
action mental,2,fp
health awareness,2,fp
every small,2,fp
small choice,2,fp
choice can,2,fp
can make,2,fp
make difference,2,fp
hardworking americans,2,fp
alarmism mental,2,fp
health industry,2,fp
industry climate,2,fp
filthy outsider,2,fp
outsider canadian,2,fp
guns mass,2,fp
shooting vegas,2,fp
shooting reference,2,fp
gave up,2,fp
up idea,2,fp
idea america,2,fp
frames gun,2,fp
if clause,2,fp
high_punctuation_intensity double,2,fp
cause climate,2,fp
speech nonsense,2,fp
nonsense your,2,fp
word nonsense,2,fp
persuasion_or_argumentation conditional,2,fp
left framing,2,fp
activist you,2,fp
you your,2,fp
meteorologists saying,2,fp
saying anomaly,2,fp
change weather,2,fp
weather extremes,2,fp
ni you,2,fp
you get,2,fp
get extreme,2,fp
agenda being,2,fp
being pushed,2,fp
expresses fear,2,fp
worried very,2,fp
very frightened,2,fp
we should,2,fp
direct insult,2,fp
stupid comprehend,2,fp
basic cause,2,fp
only americans,2,fp
factual_assertion_vs_speculation asserted,2,fp
why give,2,fp
give problem,2,fp
problem guns,2,fp
seem too,2,fp
target shifts,2,fp
snake oil,2,fp
oil salesman,2,fp
geographic_scope us_state,2,fp
you leave,2,fp
leave them,2,fp
them charge,2,fp
charge ohio,2,fp
list alleged,2,fp
republican politicians,2,fp
all_caps_emphasis repeated,2,fp
informal derogatory,2,fp
guns child,2,fp
children framed,2,fp
protect wealthy,2,fp
wealthy worker,2,fp
through repeated,2,fp
accusations shift,2,fp
shift anti,2,fp
civil liberties,2,fp
trying take,2,fp
take away,2,fp
away gun,2,fp
victimhood_or_persecution_framing americans,2,fp
americans framed,2,fp
deplatforming americans,2,fp
criticized_actor_type democratic,2,fp
democratic party,2,fp
civil rights,2,fp
ban australia,2,fp
sixteen jewish,2,fp
jewish people,2,fp
shot death,2,fp
asserts gun,2,fp
against gun,2,fp
so called,2,fp
anti semitic,2,fp
casual conversational,2,fp
register like,2,fp
like ah,2,fp
ah yes,2,fp
who worried,2,fp
about police,2,fp
cops would,2,fp
would extremely,2,fp
extremely sympathetic,2,fp
people recommend,2,fp
recommend concealed,2,fp
carry trans,2,fp
legislation gun,2,fp
since least,2,fp
least 2012,2,fp
embedded quoted,2,fp
named_proper_nouns_density texas,2,fp
can stop,2,fp
stop criminals,2,fp
criminals more,2,fp
organization spokesperson,2,fp
good moral,2,fp
moral christian,2,fp
values folk,2,fp
high_punctuation_intensity exclamation,2,fp
attack response,2,fp
geographic_scope local,2,fp
more agents,2,fp
agents more,2,fp
more mental,2,fp
health specialists,2,fp
rather than,2,fp
responders good,2,fp
another asshole,2,fp
president criticism,2,fp
democrat president,2,fp
governor governor,2,fp
guns open,2,fp
national guard,2,fp
guard troops,2,fp
when your,2,fp
your state,2,fp
state allows,2,fp
allows open,2,fp
informal_register_or_slang direct,2,fp
where you,2,fp
you socializing,2,fp
socializing nazis,2,fp
survive mass,2,fp
law enforcement,2,fp
reform time,2,fp
time push,2,fp
pushing gun,2,fp
you present,2,fp
addresses interlocutor,2,fp
interlocutor you,2,fp
associated target,2,fp
specific_event_or_bill_reference second,2,fp
reference second,2,fp
armed rights,2,fp
our only,2,fp
only option,2,fp
our last,2,fp
victimhood_or_persecution_framing speaker,2,fp
simping freaking,2,fp
protest civil,2,fp
civil disobedience,2,fp
informal phrasing,2,fp
bezos has,2,fp
has yachts,2,fp
yachts his,2,fp
his yacht,2,fp
change fossil,2,fp
driving climate,2,fp
human behavior,2,fp
have known,2,fp
climate causing,2,fp
causing elites,2,fp
ghouls doing,2,fp
economic_cost_benefit_framing wealth,2,fp
anti fossil,2,fp
political groups,2,fp
congress congressional,2,fp
kids they,2,fp
they fund,2,fp
informal insult,2,fp
states strictest,2,fp
lowest rates,2,fp
rates gun,2,fp
causal_claim_present gun,2,fp
those loose,2,fp
have highest,2,fp
anyone who,2,fp
ridicule_or_mockery insults,2,fp
reasons why,2,fp
more gun,2,fp
victim gun,2,fp
society political,2,fp
emotional condemnation,2,fp
informal abbreviations,2,fp
abbreviations colloquial,2,fp
crime public,2,fp
claims policies,2,fp
policies cause,2,fp
their policies,2,fp
biden had,2,fp
had one,2,fp
one job,2,fp
job failed,2,fp
uses analogy,2,fp
embedded paraphrased,2,fp
paraphrased quotation,2,fp
several named,2,fp
changes gun,2,fp
historical_analogy_reference compares,2,fp
used his,2,fp
his assassination,2,fp
attempt blame,2,fp
tragedy push,2,fp
gun grabs,2,fp
health solutions,2,fp
regan used,2,fp
used trump,2,fp
factual_assertion_vs_speculation declarative,2,fp
about guns,2,fp
rights protection,2,fp
gun grabbing,2,fp
grabbing cuck,2,fp
cuck fascist,2,fp
outgroup gun,2,fp
colloquial insult,2,fp
climate economic,2,fp
economic policy,2,fp
policy proposals,2,fp
causal claim,2,fp
he just,2,fp
targets trump,2,fp
conditional_if_then_structure explicit,2,fp
counterfactual if,2,fp
their guns,2,fp
condemns opponents,2,fp
lick boot,2,fp
persuasion_or_argumentation warns,2,fp
warns about,2,fp
ridicule_or_mockery derisive,2,fp
professed their,2,fp
their love,2,fp
amendment gun,2,fp
mirror free,2,fp
all_caps_emphasis capitalized,2,fp
used emphasis,2,fp
stripped rights,2,fp
dear soldier,2,fp
look over,2,fp
over your,2,fp
your shoulder,2,fp
partisan shorthand,2,fp
civil war,2,fp
national us,2,fp
we ain,2,fp
please don,2,fp
don give,2,fp
give me,2,fp
criticized_actor_type partisan,2,fp
partisan outgroup,2,fp
criticizes republicans,2,fp
wealthy individuals,2,fp
michael bloomberg,2,fp
control advocate,2,fp
named person,2,fp
35 000,2,fp
expanded healthcare,2,fp
government run,2,fp
run healthcare,2,fp
policy positions,2,fp
original attacks,2,fp
mirror attacks,2,fp
over human,2,fp
human rights,2,fp
children victims,2,fp
damn people,2,fp
strong emotional,2,fp
original condemns,2,fp
condemns gun,2,fp
mirror condemns,2,fp
criminal rights,2,fp
why ridiculous,2,fp
ridiculous heatwave,2,fp
mocks climate,2,fp
original blames,2,fp
mirror blames,2,fp
therein lies,2,fp
lies problem,2,fp
frames law,2,fp
advocacy organization,2,fp
activists politicians,2,fp
public health,2,fp
sure trump,2,fp
trump working,2,fp
normative_moral_language extreme,2,fp
extreme moral,2,fp
only thing,2,fp
thing missing,2,fp
political opponent,2,fp
trump right,2,fp
harris democrats,2,fp
regulations mandatory,2,fp
mandatory insurance,2,fp
insurance waiting,2,fp
periods safety,2,fp
safety training,2,fp
training red,2,fp
policy measures,2,fp
frames deaths,2,fp
children just,2,fp
just price,2,fp
victimhood_or_persecution_framing original,2,fp
opposing gun,2,fp
policy_prescription_present lists,2,fp
lists specific,2,fp
want ban,2,fp
ban entire,2,fp
entire categories,2,fp
categories firearms,2,fp
argument against,2,fp
those against,2,fp
opponents political,2,fp
attacks anti,2,fp
