post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_057a5c326ec36202fa592d4f499d89a7cb2894328f46b43f83cbb02d1e0ea995,tn,target_directionality,elite_vs_populist_framing,wealthy elite self-interest versus ordinary people,False,0.89,at the expense of everyone else,The text contrasts personal wealth with harm to everyone else or hardworking Americans.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,surface_lexical,approximate_token_length_band,long,False,0.95,"Nadler votes higher min wage, VRA, healthcare 4 all",The post is a long sentence with many policy items.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,surface_lexical,informal_register_or_slang,abbreviated political shorthand,False,0.9,Dem stronghold,"Terms like 'Dem,' 'repub,' and '4 all' are informal political shorthand.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,surface_lexical,named_proper_nouns_density,"several named organizations, parties, and policies",False,0.92,Nadler,"The post names political parties, Nadler, Federalist Society, DSA, and major policy labels.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,topic_subject,primary_policy_domain,elections / intra-party ideology,False,0.92,Dem caucus,The post is primarily about electing a candidate and caucus ideological composition.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,topic_subject,culture_war_topic_salience,"abortion, guns, taxes, border, and ideological party conflict",False,0.91,"VRA, healthcare 4 all, funding planned parenthood","The texts include highly polarized issues such as Planned Parenthood, Second Amendment, and border security.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,semantic_content,causal_claim_present,electing the candidate would weaken caucus ideology,False,0.91,dilutes the progressive position,The post asserts a causal effect of electing a former opposite-party member.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,semantic_content,policy_prescription_present,lists preferred policy positions,False,0.9,"higher min wage, VRA, healthcare 4 all",The text enumerates policy commitments the candidate supports.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,target_directionality,left_right_directional_cue,explicit left/right partisan ideological framing,False,0.98,progressive position of the Dem caucus,The post explicitly contrasts progressive/Dem with conservative/GOP positions.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,target_directionality,mirror_shift_direction,original warns about former Republican in Democratic caucus; mirror warns about former Democrat/DSA member in Republican caucus,False,0.96,former' repub Federalist Society member,The mirror reverses the partisan direction of the concern.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,compositional_syntax,list_or_enumeration,extended list of policy items,False,0.96,"higher min wage, VRA, healthcare 4 all, funding planned parenthood",The post contains a comma-separated enumeration of policy positions.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_059e8d3f7f11aba937372583e37686555fb515e406a63ccff7ce23928c75da66,tn,pragmatics_intent,call_to_action,urges audience not to support an opposing candidate,False,0.9,Don't hand our seat to the radical left!,The mirror includes an explicit imperative appeal.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,surface_lexical,approximate_token_length_band,medium,False,0.93,Every day more families are destroyed by gun violence,The post is several short sentences of moderate total length.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,topic_subject,primary_policy_domain,guns / gun violence,False,0.98,gun violence,"The post focuses on gun violence and, in the mirror, self-defense and disarmament policy.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,semantic_content,victimhood_or_persecution_framing,families and law-abiding citizens portrayed as harmed,False,0.96,families are destroyed,The post highlights victims of violence and the mirror highlights harmed law-abiding citizens.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,semantic_content,normative_moral_language,moral appeal valuing human life over politics,False,0.98,Human life should matter more than politics,The language makes a clear moral evaluation.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,semantic_content,causal_claim_present,attributes family destruction to gun violence or soft-on-crime policies,False,0.91,destroyed by gun violence,Both versions identify a cause of family destruction.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,pragmatics_intent,venting_or_expressive,expresses fatigue and distress,False,0.94,I’m tired of seeing shootings become normal headlines,The speaker voices emotional exhaustion.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,pragmatics_intent,emphatic_outrage,forceful condemnation of the social condition,False,0.9,A civilized society cannot function,The phrasing is emphatic and morally urgent.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,target_directionality,criticized_actor_type,politicians / criminals depending on version,False,0.9,politicians use tragedy,"The mirror explicitly criticizes politicians and criminals, while the original criticizes gun violence more generally.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05afeacba539ff578a0eb5d19ab02d3ca499a36711e9fe0467df0ca696dad932,tn,target_directionality,mirror_shift_direction,"original blames gun violence; mirror blames criminals, soft-on-crime policies, and disarmament agenda",False,0.94,gun violence,The mirror redirects the cause of harm toward crime policy and anti-gun politicians.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,surface_lexical,approximate_token_length_band,medium,False,0.92,Platner said he's against banning assault weapons,The original is a moderate-length policy summary and the mirror is shorter.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,surface_lexical,named_proper_nouns_density,named political figures in original and mirror,False,0.9,Platner,The texts name Platner and Garcia.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,topic_subject,primary_policy_domain,guns / firearm regulation,False,0.99,banning assault weapons,"The post discusses assault weapons, red flag laws, background checks, and gun access.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,semantic_content,factual_assertion_vs_speculation,presents quantitative factual claim and policy-position summary,False,0.93,Americans already have 20-30 million of them,The original asserts a numerical estimate and describes a candidate's positions.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,semantic_content,policy_prescription_present,lists gun-violence reduction measures,False,0.94,"red flag laws, background checks, waiting periods",The original names specific policy interventions.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,semantic_content,causal_claim_present,policies are framed as reducing gun violence,False,0.89,ways to reduce gun violence,The text connects the listed measures to reducing gun violence.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,compositional_syntax,list_or_enumeration,comma-separated list of policies,False,0.95,"red flag laws, background checks, waiting periods, universal mental health services",The sentence enumerates multiple policy proposals.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,compositional_syntax,quote_or_attribution_embedding,reported speech attribution,False,0.9,Platner said,The text attributes policy positions to a named person using 'said' or 'says.',gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_05d0d44081a80e04afe7f36f53b45ffacca3f85b2b7ac6d7c5d6355d4ef162d2,tn,target_directionality,mirror_shift_direction,original describes opposition to assault-weapon bans plus regulation; mirror describes opposition to expanding gun access,False,0.94,against banning assault weapons,The mirror changes the gun-policy stance being described.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,surface_lexical,named_proper_nouns_density,contains named advocacy group and branded designation,False,0.94,2026 Moms Demand Action Gun Sense Candidate,The original names Moms Demand Action and Gun Sense Candidate.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,topic_subject,primary_policy_domain,guns / gun safety and gun rights,False,0.99,Gun violence prevention,Both versions focus on gun violence prevention or Second Amendment defense.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,topic_subject,specific_event_or_bill_reference,2026 candidacy/endorsement reference,False,0.88,2026,The text references a 2026 candidate recognition or endorsement.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,semantic_content,policy_prescription_present,supports gun safety measures; mirror opposes gun grabs,False,0.95,common-sense gun safety measures,The speaker states an intended policy stance on gun safety or gun rights.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,semantic_content,victimhood_or_persecution_framing,protective framing around vulnerable groups and law-abiding citizens,False,0.92,"protect our children, families, schools, and communities","The text frames policy as protecting children, families, communities, or citizens.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,semantic_content,normative_moral_language,values-based commitment to gun policy,False,0.9,deeply important to me,The speaker presents the issue as personally and morally important.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,pragmatics_intent,persuasion_or_argumentation,campaign-style commitment to continue advocacy,False,0.9,I’ll keep fighting,The post tries to persuade by pledging continued action.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,target_directionality,praised_actor_type,self/candidate and endorsing advocacy organization,False,0.9,Proud to be recognized,The speaker positively frames their own endorsement or recognition.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_062e3dc9b3b74ea7fa1b18d7e9e185ee3fdcdc3aea039400ab9ef963ecfcea6a,tn,target_directionality,mirror_shift_direction,original pro-gun-safety endorsement becomes pro-Second-Amendment gun-rights endorsement,False,0.96,Moms Demand Action Gun Sense Candidate,The mirror reverses the advocacy alignment from gun-safety group to gun-rights advocates.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,surface_lexical,named_proper_nouns_density,many personal and pet names,False,0.92,"Max, Frisco, Felix, Figaro, and Molly",The original includes Teresa and a list of named pets.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,topic_subject,primary_policy_domain,gun violence / domestic family homicide,False,0.97,American gun violence,The post describes a family killing and explicitly links it to American gun violence.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,topic_subject,geographic_scope,national,False,0.9,in the United States,The original states the phenomenon occurs in the United States.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,semantic_content,victimhood_or_persecution_framing,specific victims of family annihilation,False,0.98,"Teresa was killed, along with her baby brother, sister and mom",The text centers named and familial victims.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,semantic_content,causal_claim_present,family annihilation linked to gun violence or system failures,False,0.94,An outgrowth of American gun violence,The original attributes the event to American gun violence; the mirror attributes it to institutional failures.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,semantic_content,policy_prescription_present,"implied need for red flag laws, restraining-order enforcement, and mental health intervention",False,0.9,No red flag law. No restraining order enforced. No mental health intervention.,The mirror names absent interventions as relevant policy failures.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,semantic_content,factual_assertion_vs_speculation,statistical frequency claim,False,0.92,every five days,The original asserts a specific recurring frequency.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,compositional_syntax,anaphora_or_parallelism,repeated 'No' sentence pattern,False,0.96,No red flag law. No restraining order enforced. No mental health intervention.,The mirror uses parallel sentence fragments beginning with 'No.',gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,compositional_syntax,list_or_enumeration,"lists family members, pets, and absent interventions",False,0.95,"baby brother, sister and mom",The post includes enumerations of victims/pets and policy failures.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_0650663eb2486d20261d5debdaff1b48272d35a79c26d4a8b93b793090039d79,tn,target_directionality,mirror_shift_direction,original emphasizes gun violence; mirror emphasizes institutional failure to act on warnings,False,0.92,failed by a broken system,The mirror redirects causation from gun violence to systemic warning-sign failures.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,surface_lexical,informal_register_or_slang,casual self-description with fillers,False,0.95,Honestly I’m kind of mixed like,"The post uses informal phrasing such as 'kind of,' 'like,' and 'obviously.'",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,surface_lexical,approximate_token_length_band,long,False,0.94,I lean a little liberal on some issues,"The post is a long, multi-clause sentence listing several positions.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,topic_subject,primary_policy_domain,"ideology across economics, criminal justice, guns, drugs, taxation/billionaires",False,0.9,hybrid economy,The post surveys multiple political-policy domains rather than one narrow issue.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,semantic_content,policy_prescription_present,endorses several reforms or abolitions,False,0.92,would like to reform prisons,The speaker names desired reforms and abolitions.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,pragmatics_intent,hedging_or_qualification,qualified ideological self-placement,False,0.93,kind of mixed,The speaker repeatedly qualifies their ideological position as mixed or leaning.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,target_directionality,left_right_directional_cue,explicit liberal/left or conservative/right self-positioning,False,0.98,lean a little liberal,"The post explicitly uses liberal, left, conservative, and right labels.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,compositional_syntax,list_or_enumeration,lists issue positions,False,0.93,"gun rights obviously, legalizing drugs and abolishing billionaires",The post enumerates several issues and policies.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,compositional_syntax,contrastive_but_however_structure,contrasts positions on some issues with positions on others,False,0.9,on some issues... on other issues,The structure contrasts moderate positions on some issues with stronger positions on others.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_066b0c1d60b60f5e8bb254ac464ac95b6330bbf0afb72fdcebdc141f5ac47176,tn,open_ended,ideological_self_disclosure,speaker explicitly describes their own mixed ideology,True,0.92,Honestly I’m kind of mixed,The salient communicative act is self-identification across ideological dimensions.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_068449492e57131d0f9f1f05274946672dae10ffac79074942b8c766b977ac77,tn,surface_lexical,named_proper_nouns_density,contains historical proper name and group labels,False,0.9,Teddy Roosevelt styled “rugged Christian’s”,The text names Teddy Roosevelt and describes identifiable political-cultural groups.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_068449492e57131d0f9f1f05274946672dae10ffac79074942b8c766b977ac77,tn,topic_subject,primary_policy_domain,public lands / guns in original; crime policing in mirror,False,0.88,public lands,"The original discusses public lands and gun-rights debates, while the mirror discusses policing and crime.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_068449492e57131d0f9f1f05274946672dae10ffac79074942b8c766b977ac77,tn,topic_subject,historical_analogy_reference,Teddy Roosevelt reference,False,0.9,Teddy Roosevelt,The original invokes Teddy Roosevelt as a historical style or archetype.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_068449492e57131d0f9f1f05274946672dae10ffac79074942b8c766b977ac77,tn,semantic_content,causal_claim_present,policy conflicts are causing ideological movement,False,0.94,attacks on public lands are forcing,The post asserts that attacks or policy pushes are moving groups left or right.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_068449492e57131d0f9f1f05274946672dae10ffac79074942b8c766b977ac77,tn,pragmatics_intent,persuasion_or_argumentation,predictive political argument,False,0.88,Think this only gets worse for them,The post makes an argument about political consequences.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_068449492e57131d0f9f1f05274946672dae10ffac79074942b8c766b977ac77,tn,target_directionality,left_right_directional_cue,explicit movement left or right,False,0.96,further to the left,The post explicitly describes groups being pushed left or right.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_068449492e57131d0f9f1f05274946672dae10ffac79074942b8c766b977ac77,tn,target_directionality,criticized_actor_type,unspecified opposing political side,False,0.9,gets worse for them,The speaker refers critically to an opposing 'them.',gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_068449492e57131d0f9f1f05274946672dae10ffac79074942b8c766b977ac77,tn,target_directionality,mirror_shift_direction,original says public-lands attacks push rugged Christians left; mirror says crime/policing issues push blue-collar Democrats right,False,0.92,public lands,The mirror reverses the ideological movement and issue domain.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_06c4c0fe842a72277bda7916dcd8f229c5bd290d59de803be1aaf5da8e64bf3e,tn,surface_lexical,all_caps_emphasis,capitalized WORK for emphasis,False,0.95,WORK & US carbon emissions peaked,The word 'WORK' is written in all caps in both versions.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_06c4c0fe842a72277bda7916dcd8f229c5bd290d59de803be1aaf5da8e64bf3e,tn,surface_lexical,named_proper_nouns_density,named international or government agencies,False,0.93,United Nations Framework Convention on Climate Change (UNFCCC),"The post names UNFCCC, EIA, the US, China, and policy entities.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_06c4c0fe842a72277bda7916dcd8f229c5bd290d59de803be1aaf5da8e64bf3e,tn,topic_subject,primary_policy_domain,climate / energy policy,False,0.99,renewable energy & carbon reduction policies,"The post centers on renewable energy, carbon emissions, fossil fuels, and energy independence.",gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
bluesky_06c4c0fe842a72277bda7916dcd8f229c5bd290d59de803be1aaf5da8e64bf3e,tn,topic_subject,geographic_scope,international,False,0.94,United Nations Framework Convention on Climate Change,The text references international bodies and China.,gpt-5.5,2,tn/batch_0002,2026-07-16T04:34:26.953905+00:00
