post_id,confusion_bucket,category,feature_name,feature_value,is_open_ended,confidence,evidence_span,rationale,llm_model,chunk_idx,batch_id,call_timestamp
bluesky_1b07759d34873be93924916adada578e2765d3f2a0abdc1919ff1d006cfea9aa,fp,pragmatics_intent,call_to_action,Reminder prompt to readers.,False,0.9,"""Reminder that Clyburn""","The word ""Reminder"" functions as a directive to recall a political fact.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1b07759d34873be93924916adada578e2765d3f2a0abdc1919ff1d006cfea9aa,fp,target_directionality,criticized_actor_type,politician and political faction,False,0.93,"""Biden had ONE JOB & failed""",The original criticizes Biden and Democratic actors; the mirror criticizes the left.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1b07759d34873be93924916adada578e2765d3f2a0abdc1919ff1d006cfea9aa,fp,compositional_syntax,quote_or_attribution_embedding,Embedded paraphrased quotation.,False,0.9,"""some people are like \""this is not the time""",The post includes a quoted phrase attributed to unspecified people.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,surface_lexical,named_proper_nouns_density,Several named political figures and a bill.,False,0.86,"""Regan""; ""Brady Bill""; ""Trump""","The text names Reagan/Regan, the Brady Bill, Trump, Obama, and Sandy Hook across versions.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,topic_subject,primary_policy_domain,gun laws and gun control,False,0.98,"""Brady Bill for changes to gun laws""",Both versions focus on gun-law responses to violent tragedies.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,topic_subject,specific_event_or_bill_reference,"Brady Bill, Sandy Hook, and assassination attempt references.",False,0.96,"""Brady Bill""",The post explicitly references a named bill and notable violent events.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,topic_subject,historical_analogy_reference,Compares political responses to past tragedies.,False,0.92,"""assassination attempt""",The original contrasts Reagan's and Trump's uses of assassination attempts.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,semantic_content,causal_claim_present,Claims political actors used events to advance blame or policy.,False,0.9,"""used his assassination attempt to blame""",The text asserts how leaders used specific events for political ends.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,semantic_content,normative_moral_language,Evaluative condemnation of politicizing tragedy.,False,0.94,"""push radical gun grabs and score political points""","Phrases like ""radical gun grabs"" and ""score political points"" carry moral judgment.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,semantic_content,policy_prescription_present,"Mentions gun-law changes, mental-health solutions, and securing communities.",False,0.9,"""called for real mental health solutions""",The post discusses concrete policy responses to violence.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,pragmatics_intent,persuasion_or_argumentation,Contrastive comparison of leaders' responses.,False,0.93,"""Regan used... Trump used""",The parallel comparison is used to make an argumentative point about political behavior.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,target_directionality,criticized_actor_type,politicians and political groups,False,0.95,"""Trump used his assassination attempt to blame immigrants and democrats""","The original criticizes Trump, while the mirror criticizes Obama/conservatives framing.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1c0f99135067b1644ed96886ebf749f0efbbde030f4369e66289a08cfac508fe,fp,compositional_syntax,anaphora_or_parallelism,Parallel sentence structure comparing two actors.,False,0.97,"""Regan used... Trump used""","Two clauses repeat the structure ""X used..."" to contrast political actions.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,surface_lexical,profanity_or_taboo_language,Multiple profane or insulting terms.,False,0.98,"""fucking""","The text includes ""fucking,"" ""cuck,"" and ""ammosexual.""",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,surface_lexical,named_proper_nouns_density,Specific firearm-related proper/designation term.,False,0.9,"""AR-15s""",The mirror names AR-15s and the original references Gun Rights.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,topic_subject,primary_policy_domain,guns and gun rights,False,0.99,"""All guns""","Both versions directly discuss guns, civilian access, and oversight.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,topic_subject,culture_war_topic_salience,Gun-rights identity framing.,False,0.9,"""Gun Rights are Minority Rights""",The post links gun rights to minority rights and constitutional politics.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,semantic_content,factual_assertion_vs_speculation,Declarative factual assertion about guns' design purpose.,False,0.94,"""designed to kill people or animals""",The statement asserts a factual claim about what guns are designed to do.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,semantic_content,causal_claim_present,Claims civilian gun access changes power balance or casualty risk.,False,0.93,"""evens the playing field""",Both versions make causal claims about the effects of guns in civilian hands.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,semantic_content,victimhood_or_persecution_framing,Frames gun rights as minority-rights protection.,False,0.91,"""Gun Rights are Minority Rights""",The original casts gun rights as a rights-protection issue for vulnerable groups.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,pragmatics_intent,ridicule_or_mockery,Direct insult and derision of opponents.,False,0.95,"""Go be a gun grabbing cuck Fascist somewhere else""",The imperative insults opponents with mocking labels.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,pragmatics_intent,call_to_action,Imperative telling opponent to leave or act elsewhere.,False,0.92,"""Go be""",The post contains a direct imperative command.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,target_directionality,criticized_actor_type,political outgroup / gun-policy opponents,False,0.95,"""gun grabbing cuck Fascist""",The target is a group characterized as gun-grabbing or anti-gun.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,compositional_syntax,anaphora_or_parallelism,"Repeated clause opening with ""All guns.""",False,0.94,"""All guns... All guns""",The text repeats the same phrase to structure its claims.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1cf903bd394040f1072b1709caeb4ac93b68524db3f3760da23b6e8d73083747,fp,compositional_syntax,list_or_enumeration,Enumerates comparable objects.,False,0.91,"""cars, knives, and bare hands""","The mirror lists cars, knives, and bare hands as comparison items.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,surface_lexical,informal_register_or_slang,Colloquial insult and casual phrasing.,False,0.9,"""brain dead""","Phrases like ""brain dead,"" ""held his water,"" and ""dork"" are informal.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,surface_lexical,named_proper_nouns_density,Named national politicians.,False,0.9,"""Trump""",The original names Trump and the mirror names Biden.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,topic_subject,primary_policy_domain,"war, energy, climate, and economic policy",False,0.94,"""Iraq""","The original references Iraq, carbon tax, and electric cars; the mirror references domestic energy and pipelines.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,topic_subject,specific_event_or_bill_reference,Specific policy proposals: carbon tax and pipeline approval.,False,0.89,"""carbon tax""",The post names concrete policy mechanisms.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,semantic_content,causal_claim_present,Counterfactual causal claim about policy choices and outcomes.,False,0.96,"""If he just held his water... he would have""","The conditional structure claims different choices would have produced money, jobs, or lower prices.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,semantic_content,policy_prescription_present,"Advocates or implies alternative policies on carbon tax, electric cars, pipelines, and energy.",False,0.92,"""created a domestic electric car industry""",The text presents specific policy alternatives that should have been pursued.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,semantic_content,economic_cost_benefit_framing,"Frames policy in terms of money, jobs, and gas prices.",False,0.92,"""got the money""","Both versions emphasize economic benefits such as money, jobs, and gas prices.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,pragmatics_intent,ridicule_or_mockery,Mocks the named political figure.,False,0.9,"""He's such a dork""",The closing insult ridicules the criticized politician.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,target_directionality,criticized_actor_type,politician / president,False,0.96,"""Trump enabled it""","The original criticizes Trump, while the mirror criticizes Biden.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,target_directionality,mirror_shift_direction,Original targets Trump/Iraq/carbon policy; mirror retargets Biden/green agenda/domestic energy.,False,0.96,"""Biden enabled it""",The mirror changes the political target and policy domain orientation.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1d07a3e1b57f946209d9f75d436f4bb63dc66becf74007c7f422834933e8a278,fp,compositional_syntax,conditional_if_then_structure,Explicit counterfactual if-then construction.,False,0.97,"""If he just... he would have""","The sentence uses an ""If... would have"" syntactic pattern.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,surface_lexical,informal_register_or_slang,Informal spelling and conversational style.,False,0.88,"""theres""","The unpunctuated lower-case spelling ""theres"" signals informal register.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,topic_subject,primary_policy_domain,gun rights and free speech rights,False,0.95,"""second amendment""",The original concerns Second Amendment identity; the mirror shifts to free speech.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,topic_subject,culture_war_topic_salience,Authoritarianism and rights discourse.,False,0.92,"""fascism""",Both versions invoke rights and authoritarian political labels.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,semantic_content,victimhood_or_persecution_framing,Frames an outgroup as dangerous to the reader.,False,0.93,"""would turn their guns on you""","The post describes a group as likely to threaten or silence ""you.""",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,semantic_content,normative_moral_language,Condemns opponents as authoritarian or fascist.,False,0.9,"""lick the boot of fascism""","The phrases ""fascism"" and ""authoritarian leftism"" are strong moral-political condemnations.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,pragmatics_intent,persuasion_or_argumentation,Warns about a group's danger.,False,0.9,"""theres also the danger""",The post presents a warning-based argument about a political outgroup.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,pragmatics_intent,ridicule_or_mockery,Derisive metaphor for subservience to authoritarianism.,False,0.88,"""lick the boot""",The metaphor mocks the targeted group as submissive to fascism.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,target_directionality,criticized_actor_type,political outgroup claiming to value rights,False,0.93,"""the group that always professed their love""",The post criticizes a group framed as hypocritical about rights.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,target_directionality,mirror_shift_direction,Original shifts from Second Amendment gun-rights critics to free-speech/authoritarian-left framing in mirror.,False,0.95,"""free speech""",The mirror replaces gun-rights discourse with free-speech discourse and left-authoritarian targeting.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1e7aafe2b1c65e8b787c26a18a722949206add7e183bec21db99fd50ca6e9bef,fp,compositional_syntax,contrastive_but_however_structure,Contrast between professed values and alleged behavior.,False,0.9,"""professed their love for... but would""",The construction contrasts what the group claims to love with what it would do.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,surface_lexical,all_caps_emphasis,Capitalized label used for emphasis.,False,0.9,"""Texas Traitors""","The phrase ""Texas Traitors"" is stylized with capital initials as an emphatic label.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,surface_lexical,named_proper_nouns_density,Texas and soldier-related address.,False,0.88,"""Texas""","Texas is repeatedly named, along with institutional actors like cops and VA in the mirror.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,topic_subject,primary_policy_domain,"gun rights, veterans' benefits, and lobbying",False,0.95,"""gun rights""","The original discusses gun rights, while the mirror discusses the gun lobby and VA benefits.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,topic_subject,geographic_scope,US_state: Texas,False,0.91,"""Texas""",The post explicitly centers Texas actors.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,semantic_content,victimhood_or_persecution_framing,Addresses a soldier as being stripped of rights or benefits.,False,0.94,"""taking your rights away""",The text warns the addressed soldier that rights or benefits are being taken away.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,semantic_content,normative_moral_language,Condemns politicians as traitors or sellouts.,False,0.92,"""Traitors""","Labels like ""Traitors"" and ""selling you out"" are strong moral judgments.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,pragmatics_intent,second_person_direct_address,Direct address to a soldier.,False,0.95,"""Dear soldier""","The post addresses ""soldier"" and repeatedly uses ""you/your.""",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,pragmatics_intent,call_to_action,Imperative warning to the addressee.,False,0.93,"""Look over your shoulder""","""Look over your shoulder"" is an imperative instruction.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,target_directionality,criticized_actor_type,"state politicians, police, lobby, or billionaires",False,0.94,"""Texas cops""","The original criticizes Texas traitors/cops; the mirror criticizes Texas politicians, gun lobby, and oil billionaires.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,target_directionality,elite_vs_populist_framing,Elites or special interests betraying soldiers.,False,0.92,"""selling you out to the gun lobby""",The mirror frames politicians and billionaires as selling out ordinary soldiers.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,compositional_syntax,anaphora_or_parallelism,Repeated direct-address lines with rhythmic phrasing.,False,0.95,"""And on your last day... Look over your shoulder""",The post uses repeated clauses addressed to the soldier in a chant-like structure.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1eae9db4617a98c6e0bb9e2277bd7973b49ceb5ea978cd20eb8590e95d9c823a,fp,open_ended,song_or_poetic_address_style,Poetic or lyric-like address structure.,True,0.91,"""Dear soldier""",The repeated direct-address lines and rhyming cadence resemble lyrics or a chant.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1ebef87a2098d8377d977a03622c6c54f1daa556ddcef0f023022ab4a4b16c2f,fp,surface_lexical,informal_register_or_slang,Colloquial spelling and partisan shorthand.,False,0.94,"""sooo many D teamers""","The text uses elongated spelling, ""teamers,"" ""Good Luck,"" and ""Just sayin.""",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1ebef87a2098d8377d977a03622c6c54f1daa556ddcef0f023022ab4a4b16c2f,fp,surface_lexical,high_punctuation_intensity,Expressive lengthening and emphatic punctuation/capitalization.,False,0.89,"""sooooo""","The post uses exaggerated spelling and emphatic phrases like ""Good Luck!""",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1ebef87a2098d8377d977a03622c6c54f1daa556ddcef0f023022ab4a4b16c2f,fp,topic_subject,primary_policy_domain,gun laws and civil conflict/public safety,False,0.98,"""Gun laws""","Both original and mirror focus on gun laws, weapons, and safety outcomes.",gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1ebef87a2098d8377d977a03622c6c54f1daa556ddcef0f023022ab4a4b16c2f,fp,topic_subject,specific_event_or_bill_reference,Civil war scenario/reference,False,0.9,"""Civil war""",The original explicitly invokes a coming civil war.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1ebef87a2098d8377d977a03622c6c54f1daa556ddcef0f023022ab4a4b16c2f,fp,topic_subject,geographic_scope,national US contrasted with Europe/Wild West,False,0.9,"""We ain't Europe""",The original contrasts the US with Europe and the mirror invokes the Wild West.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1ebef87a2098d8377d977a03622c6c54f1daa556ddcef0f023022ab4a4b16c2f,fp,semantic_content,causal_claim_present,Claims gun laws or more guns will have predictable safety effects.,False,0.95,"""Gun laws are gonna be as effective as drug laws""",The post asserts causal consequences of policy choices around guns.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
bluesky_1ebef87a2098d8377d977a03622c6c54f1daa556ddcef0f023022ab4a4b16c2f,fp,semantic_content,factual_assertion_vs_speculation,Speculative prediction mixed with factual-sounding assertion.,False,0.93,"""the side with the most firepower wins""",The text speculates about a future civil war and asserts an outcome rule.,gpt-5.5,3,fp/batch_0003,2026-07-16T03:50:07.652053+00:00
